#Gumbel
#Command used:	python transit.py
#FDR Corrected thresholds: 0.989800, 0.038400
#MH Acceptance-Rate:	45.72%
#Total Iterations Performed:	10499
#Sample Size:	10000
#phi estimate:	0.280561
#Time: 143.290342808
#Orf	Name	Desc	k	n	r	s	zbar	Call
Rv2289	cdh	CDP-diacylglycerol pyrophosphatase 	15	21	2	8	0.000000	NE
Rv2290	lppO	Probable conserved lipoprotein lppO 	8	11	2	21	0.000000	NE
Rv2291	sseB	Probable thiosulfate sulfurtransferase SseB 	10	16	5	176	0.000000	NE
Rv2292c	-	hypothetical protein Rv2292c 	2	2	0	0	-1.000000	S
Rv2293c	-	hypothetical protein Rv2293c 	12	12	0	0	0.000000	NE
Rv2294	-	Probable aminotransferase 	16	18	1	2	0.000000	NE
Rv2295	-	hypothetical protein Rv2295 	8	10	2	33	0.000000	NE
Rv2296	-	haloalkane dehalogenase 	13	15	1	2	0.000000	NE
Rv2297	-	hypothetical protein Rv2297 	3	8	3	169	0.000000	NE
Rv2298	-	hypothetical protein Rv2298 	14	16	2	86	0.000000	NE
Rv2299c	htpG	heat shock protein 90 	19	24	2	23	0.000000	NE
Rv2300c	-	hypothetical protein Rv2300c 	11	14	2	155	0.000000	NE
Rv2301	cut2	PROBABLE CUTINASE CUT2 	7	9	1	2	0.000000	NE
Rv2302	-	hypothetical protein Rv2302 	4	4	0	0	-1.000000	S
Rv2303c	-	PROBABLE ANTIBIOTIC-RESISTANCE PROTEIN 	9	16	2	15	0.000000	NE
Rv2304c	-	hypothetical protein Rv2304c 	1	1	0	0	-1.000000	S
Rv2305	-	hypothetical protein Rv2305 	6	8	1	2	0.000000	NE
Rv2306A	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	6	7	1	2	0.000000	NE
Rv2306B	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	2	5	2	61	0.000000	NE
Rv2307A	-	HYPOTHETICAL GLYCINE RICH PROTEIN 	2	3	1	2	-1.000000	S
Rv2307B	-	HYPOTHETICAL GLYCINE RICH PROTEIN 	7	20	6	31	0.000000	NE
Rv2307D	-	hypothetical protein Rv2307D 	4	5	1	2	-1.000000	S
Rv2307c	-	hypothetical protein Rv2307c 	15	18	1	2	0.000000	NE
Rv2308	-	hypothetical protein Rv2308 	13	16	1	2	0.000000	NE
Rv2309A	-	hypothetical protein Rv2309A 	10	12	2	17	0.000000	NE
Rv2309c	-	POSSIBLE INTEGRASE (FRAGMENT) 	5	7	2	61	0.000000	NE
Rv2310	-	POSSIBLE EXCISIONASE 	2	3	1	2	-1.000000	S
Rv2311	-	hypothetical protein Rv2311 	7	7	0	0	0.000000	NE
Rv2312	-	hypothetical protein Rv2312 	3	3	0	0	0.000000	NE
Rv2313c	-	hypothetical protein Rv2313c 	7	9	1	2	0.000000	NE
Rv2314c	-	hypothetical protein Rv2314c 	7	13	3	233	0.000300	NE
Rv2315c	-	hypothetical protein Rv2315c 	14	31	5	131	0.000000	NE
Rv2316	uspA	PROBABLE SUGAR-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER USPA 	5	10	3	99	0.000000	NE
Rv2317	uspB	PROBABLE SUGAR-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER USPB 	1	12	9	493	0.997800	E
Rv2318	uspC	PROBABLE PERIPLASMIC SUGAR-BINDING LIPOPROTEIN USPC 	11	30	10	336	0.989100	U
Rv2319c	-	hypothetical protein Rv2319c 	7	14	3	37	0.000000	NE
Rv2320c	rocE	PROBABLE CATIONIC AMINO ACID TRANSPORT INTEGRAL MEMBRANE PROTEIN ROCE 	20	27	3	49	0.000000	NE
Rv2321c	rocD2	PROBABLE ORNITHINE AMINOTRANSFERASE (C-terminus part) ROCD2 (ORNITHINE--OXO-ACID AMINOTRANSFERASE) 	3	8	2	9	0.000000	NE
Rv2322c	rocD1	PROBABLE ORNITHINE AMINOTRANSFERASE (N-terminus part) ROCD1 (ORNITHINE--OXO-ACID AMINOTRANSFERASE) 	2	8	3	39	0.000000	NE
Rv2323c	-	hypothetical protein Rv2323c 	14	20	2	13	0.000000	NE
Rv2324	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY ASNC-FAMILY) 	1	2	1	2	-1.000000	S
Rv2325c	-	hypothetical protein Rv2325c 	3	7	4	325	0.684600	U
Rv2326c	-	POSSIBLE TRANSMEMBRANE ATP-BINDING PROTEIN ABC TRANSORTER 	18	22	1	2	0.000000	NE
Rv2327	-	hypothetical protein Rv2327 	3	5	1	2	0.000000	NE
Rv2328	PE23	PE FAMILY PROTEIN 	11	12	1	2	0.000000	NE
Rv2329c	narK1	PROBABLE NITRITE EXTRUSION PROTEIN 1 NARK1 (NITRITE FACILITATOR 1) 	23	27	1	2	0.000000	NE
Rv2330c	lppP	PROBABLE LIPOPROTEIN LPPP 	4	6	2	35	0.000000	NE
Rv2331	-	hypothetical protein Rv2331 	4	5	1	2	0.000000	NE
Rv2331A	-	hypothetical protein Rv2331A 	3	4	1	2	0.000000	NE
Rv2332	mez	PROBABLE 	19	26	2	85	0.000000	NE
Rv2333c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE TRANSPORT PROTEIN 	14	17	2	208	0.000000	NE
Rv2334	cysK1	PROBABLE CYSTEINE SYNTHASE A CYSK1 (O-ACETYLSERINE SULFHYDRYLASE A) (O-ACETYLSERINE (THIOL)-LYASE A) (CSASE A) 	4	13	4	148	0.000000	NE
Rv2335	cysE	PROBABLE SERINE ACETYLTRANSFERASE CYSE (SAT) 	2	5	2	27	0.000000	NE
Rv2336	-	hypothetical protein Rv2336 	9	28	6	144	0.000000	NE
Rv2337c	-	hypothetical protein Rv2337c 	4	6	2	155	0.000000	NE
Rv2338c	moeW	hypothetical protein Rv2338c 	10	34	7	215	0.000900	NE
Rv2339	mmpL9	PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL9 	23	79	21	587	1.000000	E
Rv2340c	PE_PGRS39	PE-PGRS FAMILY PROTEIN 	12	13	1	2	0.000000	NE
Rv2341	lppQ	PROBABLE CONSERVED LIPOPROTEIN LPPQ 	3	3	0	0	-1.000000	S
Rv2342	-	hypothetical protein Rv2342 	2	3	1	2	-1.000000	S
Rv2343c	dnaG	DNA primase 	0	20	20	1513	1.000000	E
Rv2344c	dgt	deoxyguanosinetriphosphate triphosphohydrolase-like protein 	15	24	2	63	0.000000	NE
Rv2345	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	26	28	1	2	0.000000	NE
Rv2346c	esxO	PUTATIVE ESAT-6 LIKE PROTEIN ESXO (ESAT-6 LIKE PROTEIN 6) 	0	0	0	0	-1.000000	S
Rv2347c	esxP	PUTATIVE ESAT-6 LIKE PROTEIN ESXP (ESAT-6 LIKE PROTEIN 7) 	1	1	0	0	-1.000000	S
Rv2348c	-	hypothetical protein Rv2348c 	2	2	0	0	-1.000000	S
Rv2349c	plcC	PROBABLE PHOSPHOLIPASE C 3 PLCC 	22	25	1	2	0.000000	NE
Rv2350c	plcB	PROBABLE MEMBRANE-ASSOCIATED PHOSPHOLIPASE C 2 PLCB 	18	20	1	2	0.000000	NE
Rv2351c	plcA	PROBABLE MEMBRANE-ASSOCIATED PHOSPHOLIPASE C 1 PLCA (MTP40 ANTIGEN) 	18	23	2	42	0.000000	NE
Rv2352c	PPE38	PPE FAMILY PROTEIN 	15	15	0	0	0.000000	NE
Rv2353c	PPE39	PPE FAMILY PROTEIN 	7	22	6	259	0.038900	U
Rv2354	-	PROBABLE TRANSPOSASE 	0	0	0	0	-1.000000	S
Rv2355	-	PROBABLE TRANSPOSASE 	0	1	1	2	-1.000000	S
Rv2356c	PPE40	PPE FAMILY PROTEIN 	13	26	9	518	0.978800	U
Rv2357c	glyS	glycyl-tRNA synthetase 	0	28	28	1168	1.000000	E
Rv2358	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY ARSR-FAMILY) 	0	4	4	277	0.987300	U
Rv2359	furB	PROBABLE FERRIC UPTAKE REGULATION PROTEIN FURB 	1	5	3	141	0.000100	NE
Rv2360c	-	hypothetical protein Rv2360c 	4	5	1	2	0.000000	NE
Rv2361c	-	LONG (C50) CHAIN Z-ISOPRENYL DIPHOSPHATE SYNTHASE (Z-DECAPRENYL DIPHOSPHATE SYNTHASE) 	0	15	15	755	1.000000	E
Rv2362c	recO	DNA repair protein RecO 	3	8	2	93	0.000000	NE
Rv2363	amiA2	amidase 	7	17	4	105	0.000000	NE
Rv2364c	era	GTP-binding protein Era 	0	15	15	681	1.000000	E
Rv2365c	-	hypothetical protein Rv2365c 	2	2	0	0	-1.000000	S
Rv2366c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	10	19	3	40	0.000000	NE
Rv2367c	-	hypothetical protein Rv2367c 	1	7	6	434	0.970100	U
Rv2368c	phoH1	PROBABLE PHOH-LIKE PROTEIN PHOH1 (PHOSPHATE STARVATION-INDUCIBLE PROTEIN PSIH) 	15	17	1	2	0.000000	NE
Rv2369c	-	hypothetical protein Rv2369c 	3	3	0	0	-1.000000	S
Rv2370c	-	hypothetical protein Rv2370c 	12	17	2	9	0.000000	NE
Rv2371	PE_PGRS40	PE-PGRS FAMILY PROTEIN 	0	1	1	2	-1.000000	S
Rv2372c	-	hypothetical protein Rv2372c 	3	4	1	2	0.000000	NE
Rv2373c	dnaJ2	PROBABLE CHAPERONE PROTEIN DNAJ2 	0	8	8	781	0.997000	E
Rv2374c	hrcA	heat-inducible transcription repressor 	4	21	10	552	0.996000	E
Rv2375	-	hypothetical protein Rv2375 	8	8	0	0	0.000000	NE
Rv2376c	cfp2	LOW MOLECULAR WEIGHT ANTIGEN CFP2 (LOW MOLECULAR WEIGHT PROTEIN ANTIGEN 2) (CFP-2) 	2	2	0	0	-1.000000	S
Rv2377c	mbtH	PUTATIVE CONSERVED PROTEIN MBTH 	0	2	2	60	-1.000000	S
Rv2378c	mbtG	LYSINE-N-OXYGENASE MBTG (L-LYSINE 6-MONOOXYGENASE) (LYSINE N6-HYDROXYLASE) 	5	8	2	59	0.000000	NE
Rv2379c	mbtF	PEPTIDE SYNTHETASE MBTF (PEPTIDE SYNTHASE) 	14	59	18	1315	1.000000	E
Rv2380c	mbtE	PEPTIDE SYNTHETASE MBTE (PEPTIDE SYNTHASE) 	32	72	8	662	0.693400	U
Rv2381c	mbtD	POLYKETIDE SYNTHETASE MBTD (POLYKETIDE SYNTHASE) 	6	40	12	466	0.996700	E
Rv2382c	mbtC	POLYKETIDE SYNTHETASE MBTC (POLYKETIDE SYNTHASE) 	6	16	4	175	0.000000	NE
Rv2383c	mbtB	PHENYLOXAZOLINE SYNTHASE MBTB (PHENYLOXAZOLINE SYNTHETASE) 	25	47	3	22	0.000000	NE
Rv2384	mbtA	BIFUNCTIONAL ENZYME MBTA: SALICYL-AMP LIGASE (SAL-AMP LIGASE) + SALICYL-S-ArCP SYNTHETASE 	8	20	4	103	0.000000	NE
Rv2385	mbtJ	PUTATIVE ACETYL HYDROLASE MBTJ 	14	18	1	2	0.000000	NE
Rv2386c	mbtI	salicylate synthase MbtI 	4	16	11	961	0.999700	E
Rv2387	-	hypothetical protein Rv2387 	21	23	1	2	0.000000	NE
Rv2388c	hemN	coproporphyrinogen III oxidase 	14	19	3	95	0.000000	NE
Rv2389c	rpfD	PROBABLE RESUSCITATION-PROMOTING FACTOR RPFD 	5	7	2	10	0.000000	NE
Rv2390c	-	hypothetical protein Rv2390c 	4	5	1	2	0.000000	NE
Rv2391	nirA	PROBABLE FERREDOXIN-DEPENDENT NITRITE REDUCTASE NIRA 	0	19	19	1436	1.000000	E
Rv2392	cysH	phosphoadenosine phosphosulfate reductase 	0	12	12	473	1.000000	E
Rv2393	-	hypothetical protein Rv2393 	0	6	6	537	0.973100	U
Rv2394	ggtB	PROBABLE GAMMA-GLUTAMYLTRANSPEPTIDASE PRECURSOR GGTB (GAMMA-GLUTAMYLTRANSFERASE) (GLUTAMYL TRANSPEPTIDASE) 	24	30	2	24	0.000000	NE
Rv2395	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	24	33	3	87	0.000000	NE
Rv2396	PE_PGRS41	PE-PGRS FAMILY PROTEIN 	7	12	4	185	0.000000	NE
Rv2397c	cysA1	PROBABLE SULFATE-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER CYSA1 	0	12	12	886	0.999800	E
Rv2398c	cysW	PROBABLE SULFATE-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER CYSW 	0	16	16	671	1.000000	E
Rv2399c	cysT	PROBABLE SULFATE-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER CYST 	0	10	10	715	0.999400	E
Rv2400c	subI	PROBABLE SULFATE-BINDING LIPOPROTEIN SUBI 	0	17	17	826	1.000000	E
Rv2401	-	hypothetical protein Rv2401 	1	3	1	2	0.000000	NE
Rv2401A	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	0	1	1	2	-1.000000	S
Rv2402	-	hypothetical protein Rv2402 	22	26	2	88	0.000000	NE
Rv2403c	lppR	PROBABLE CONSERVED LIPOPROTEIN LPPR 	4	7	2	99	0.000000	NE
Rv2404c	lepA	GTP-binding protein LepA 	21	27	2	143	0.000000	NE
Rv2405	-	hypothetical protein Rv2405 	6	8	1	2	0.000000	NE
Rv2406c	-	hypothetical protein Rv2406c 	6	7	1	2	0.000000	NE
Rv2407	-	ribonuclease Z 	4	9	1	2	0.000000	NE
Rv2408	PE24	POSSIBLE PE FAMILY-RELATED PROTEIN 	12	13	1	2	0.000000	NE
Rv2409c	-	hypothetical protein Rv2409c 	16	18	1	2	0.000000	NE
Rv2410c	-	hypothetical protein Rv2410c 	3	9	3	206	0.000000	NE
Rv2411c	-	hypothetical protein Rv2411c 	20	22	1	2	0.000000	NE
Rv2412	rpsT	30S ribosomal protein S20 	0	1	1	2	-1.000000	S
Rv2413c	-	hypothetical protein Rv2413c 	0	13	13	810	1.000000	E
Rv2414c	-	hypothetical protein Rv2414c 	4	9	3	290	0.034600	NE
Rv2415c	-	hypothetical protein Rv2415c 	9	14	3	59	0.000000	NE
Rv2416c	eis	hypothetical protein Rv2416c 	10	26	4	141	0.000000	NE
Rv2417c	-	hypothetical protein Rv2417c 	4	10	4	108	0.000000	NE
Rv2418c	-	hypothetical protein Rv2418c 	3	20	9	286	0.963700	U
Rv2419c	-	PROBABLE PHOSPHOGLYCERATE MUTASE (PHOSPHOGLYCEROMUTASE) 	4	7	2	97	0.000000	NE
Rv2420c	-	hypothetical protein Rv2420c 	1	4	2	51	0.000300	NE
Rv2421c	nadD	nicotinic acid mononucleotide adenyltransferase 	0	12	12	487	0.999800	E
Rv2422	-	hypothetical protein Rv2422 	4	4	0	0	0.000000	NE
Rv2423	-	hypothetical protein Rv2423 	15	17	1	2	0.000000	NE
Rv2424c	-	PROBABLE TRANSPOSASE 	3	4	1	2	0.000000	NE
Rv2425c	-	hypothetical protein Rv2425c 	14	16	1	2	0.000000	NE
Rv2426c	-	hypothetical protein Rv2426c 	9	10	1	2	0.000000	NE
Rv2427c	proA	gamma-glutamyl phosphate reductase 	9	15	1	2	0.000000	NE
Rv2428	ahpC	ALKYL HYDROPEROXIDE REDUCTASE C PROTEIN AHPC (ALKYL HYDROPEROXIDASE C) 	2	8	3	224	0.000500	NE
Rv2429	ahpD	ALKYL HYDROPEROXIDE REDUCTASE D PROTEIN AHPD (ALKYL HYDROPEROXIDASE D) 	8	10	1	2	0.000000	NE
Rv2430c	PPE41	PPE FAMILY PROTEIN 	7	8	1	2	0.000000	NE
Rv2431c	PE25	PE FAMILY PROTEIN 	4	5	1	2	0.000000	NE
Rv2432c	-	hypothetical protein Rv2432c 	3	7	2	26	0.000000	NE
Rv2433c	-	hypothetical protein Rv2433c 	2	6	3	42	-1.000000	S
Rv2434c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	10	23	6	236	0.002200	NE
Rv2435c	-	PROBABLE CYCLASE (ADENYLYL-OR GUANYLYL-)(ADENYLATE-OR GUANYLATE-) 	22	50	7	111	0.000000	NE
Rv2436	rbsK	RIBOKINASE RBSK 	4	11	6	175	0.000000	NE
Rv2437	-	hypothetical protein Rv2437 	4	9	3	38	0.000000	NE
Rv2438A	-	hypothetical protein Rv2438A 	1	5	4	153	0.043000	U
Rv2438c	nadE	NAD synthetase 	0	35	35	1723	1.000000	E
Rv2439c	proB	gamma-glutamyl kinase 	0	11	11	982	0.999900	E
Rv2440c	obgE	GTPase ObgE 	0	11	11	969	0.999900	E
Rv2441c	rpmA	50S ribosomal protein L27 	0	4	4	158	0.985900	U
Rv2442c	rplU	50S ribosomal protein L21 	0	3	3	212	0.962500	U
Rv2443	dctA	PROBABLE C4-DICARBOXYLATE-TRANSPORT TRANSMEMBRANE PROTEIN DCTA 	18	19	1	2	0.000000	NE
Rv2444c	rne	POSSIBLE RIBONUCLEASE E RNE 	1	28	27	1758	1.000000	E
Rv2445c	ndk	nucleoside diphosphate kinase 	0	3	3	180	0.963800	U
Rv2446c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	5	6	1	2	0.000000	NE
Rv2447c	folC	PROBABLE FOLYLPOLYGLUTAMATE SYNTHASE PROTEIN FOLC (FOLYLPOLY-GAMMA-GLUTAMATE SYNTHETASE) (FPGS) 	0	13	13	1221	1.000000	E
Rv2448c	valS	valyl-tRNA synthetase 	0	24	24	1969	1.000000	E
Rv2449c	-	hypothetical protein Rv2449c 	19	23	2	38	0.000000	NE
Rv2450c	rpfE	PROBABLE RESUSCITATION-PROMOTING FACTOR RPFE 	5	7	1	2	0.000000	NE
Rv2451	-	HYPOTHETICAL PROLINE AND SERINE RICH PROTEIN 	5	8	2	25	0.000000	NE
Rv2452c	-	hypothetical protein Rv2452c 	3	7	2	5	-1.000000	S
Rv2453c	mobA	molybdopterin-guanine dinucleotide biosynthesis protein A 	4	5	1	2	0.000000	NE
Rv2454c	-	2-oxoglutarate ferredoxin oxidoreductase subunit beta 	0	15	15	855	1.000000	E
Rv2455c	-	PROBABLE OXIDOREDUCTASE (ALPHA SUBUNIT) 	0	37	37	1734	1.000000	E
Rv2456c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE TRANSPORT PROTEIN 	17	20	1	2	0.000000	NE
Rv2457c	clpX	ATP-dependent protease ATP-binding subunit 	0	17	17	1058	1.000000	E
Rv2458	mmuM	homocysteine methyltransferase 	14	17	1	2	0.000000	NE
Rv2459	-	PROBABLE CONSERVED INTEGRAL MEMBRANE TRANSPORT PROTEIN 	16	20	1	2	0.000000	NE
Rv2460c	clpP2	ATP-dependent Clp protease proteolytic subunit 	0	9	9	551	0.997700	E
Rv2461c	clpP	ATP-dependent Clp protease proteolytic subunit 	0	10	10	507	0.999400	E
Rv2462c	tig	trigger factor 	14	18	2	23	0.000000	NE
Rv2463	lipP	PROBABLE ESTERASE/LIPASE LIPP 	13	17	1	2	0.000000	NE
Rv2464c	-	POSSIBLE DNA GLYCOSYLASE 	7	10	3	200	0.000000	NE
Rv2465c	-	ribose-5-phosphate isomerase B 	0	6	6	401	0.985000	U
Rv2466c	-	hypothetical protein Rv2466c 	7	9	1	2	0.000000	NE
Rv2467	pepN	PROBABLE AMINOPEPTIDASE N PEPN (LYSYL AMINOPEPTIDASE) (LYS-AP) (ALANINE AMINOPEPTIDASE) 	28	35	2	26	0.000000	NE
Rv2468c	-	hypothetical protein Rv2468c 	5	5	0	0	0.000000	NE
Rv2469c	-	hypothetical protein Rv2469c 	6	8	1	2	0.000000	NE
Rv2470	glbO	POSSIBLE GLOBIN (OXYGEN-BINDING PROTEIN) GLBO 	2	8	4	80	0.000000	NE
Rv2471	aglA	PROBABLE ALPHA-GLUCOSIDASE AGLA (MALTASE) (GLUCOINVERTASE) (GLUCOSIDOSUCRASE) (MALTASE-GLUCOAMYLASE) (LYSOSOMAL ALPHA-GLUCOSIDASE) (ACID MALTASE) 	12	16	2	9	0.000000	NE
Rv2472	-	hypothetical protein Rv2472 	6	8	2	30	0.000000	NE
Rv2473	-	POSSIBLE ALANINE AND PROLINE RICH MEMBRANE PROTEIN 	13	15	1	2	0.000000	NE
Rv2474c	-	hypothetical protein Rv2474c 	4	13	5	46	0.000000	NE
Rv2475c	-	hypothetical protein Rv2475c 	5	8	2	79	0.000000	NE
Rv2476c	gdh	PROBABLE NAD-DEPENDENT GLUTAMATE DEHYDROGENASE GDH (NAD-GDH) (NAD-DEPENDENT GLUTAMIC DEHYDROGENASE) 	2	56	36	2530	1.000000	E
Rv2477c	-	putative ABC transporter ATP-binding protein 	0	23	23	1245	1.000000	E
Rv2478c	-	hypothetical protein Rv2478c 	5	5	0	0	0.000000	NE
Rv2479c	-	PROBABLE TRANSPOSASE 	0	0	0	0	-1.000000	S
Rv2480c	-	POSSIBLE TRANSPOSASE 	0	0	0	0	-1.000000	S
Rv2481c	-	hypothetical protein Rv2481c 	1	2	1	2	-1.000000	S
Rv2482c	plsB2	glycerol-3-phosphate acyltransferase 	21	38	4	177	0.000000	NE
Rv2483c	plsC	POSSIBLE TRANSMEMBRANE PHOSPHOLIPID BIOSYNTHESIS BIFUNCTIONNAL ENZYME PLSC: PUTATIVE L-3-PHOSPHOSERINE PHOSPHATASE (O-PHOSPHOSERINE PHOSPHOHYDROLASE) (PSP) (PSPASE) + 1-ACYL-SN-GLYCEROL-3-PHOSPHATE ACYLTRANSFERASE (1-AGP ACYLTRANSFERASE) (1-AGPAT) (LYSOPHOSPHATIDIC ACID ACYLTRANSFERASE) (LPAAT) 	11	23	4	215	0.000000	NE
Rv2484c	-	hypothetical protein Rv2484c 	17	20	1	2	0.000000	NE
Rv2485c	lipQ	PROBABLE CARBOXYLESTERASE LIPQ 	16	19	2	82	0.000000	NE
Rv2486	echA14	enoyl-CoA hydratase 	8	9	1	2	0.000000	NE
Rv2487c	PE_PGRS42	PE-PGRS FAMILY PROTEIN 	12	21	4	392	0.105200	U
Rv2488c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (LUXR-FAMILY) 	30	38	4	102	0.000000	NE
Rv2489c	-	HYPOTHETICAL ALANINE RICH PROTEIN 	4	4	0	0	0.000000	NE
Rv2490c	PE_PGRS43	PE-PGRS FAMILY PROTEIN 	29	45	3	44	0.000000	NE
Rv2491	-	hypothetical protein Rv2491 	2	14	9	169	0.001600	NE
Rv2492	-	hypothetical protein Rv2492 	7	26	8	167	0.000200	NE
Rv2493	-	hypothetical protein Rv2493 	0	0	0	0	-1.000000	S
Rv2494	-	hypothetical protein Rv2494 	4	5	1	2	0.000000	NE
Rv2495c	pdhC	branched-chain alpha-keto acid dehydrogenase subunit E2 	5	14	4	314	0.311600	U
Rv2496c	pdhB	PROBABLE PYRUVATE DEHYDROGENASE E1 COMPONENT (BETA SUBUNIT) PDHB (PYRUVATE DECARBOXYLASE) (PYRUVATE DEHYDROGENASE) (PYRUVIC DEHYDROGENASE) 	4	23	9	308	0.975100	U
Rv2497c	pdhA	PROBABLE PYRUVATE DEHYDROGENASE E1 COMPONENT (ALPHA SUBUNIT) PDHA (PYRUVATE DECARBOXYLASE) (PYRUVATE DEHYDROGENASE) (PYRUVIC DEHYDROGENASE) 	9	22	4	95	0.000000	NE
Rv2498c	citE	PROBABLE CITRATE (PRO-3S)-LYASE (BETA SUBUNIT) CITE (CITRASE) (CITRATASE) (CITRITASE) (CITRIDESMOLASE) (CITRASE ALDOLASE) 	6	9	2	111	0.000000	NE
Rv2499c	-	POSSIBLE OXIDASE REGULATORY-RELATED PROTEIN 	3	5	1	2	0.000000	NE
Rv2500c	fadE19	POSSIBLE ACYL-CoA DEHYDROGENASE FADE19 (MMGC) 	3	23	11	479	0.998600	E
Rv2501c	accA1	PROBABLE ACETYL-/PROPIONYL-COENZYME A CARBOXYLASE ALPHA CHAIN (ALPHA SUBUNIT) ACCA1: BIOTIN CARBOXYLASE + BIOTIN CARBOXYL CARRIER PROTEIN (BCCP) 	7	21	5	333	0.264700	U
Rv2502c	accD1	PROBABLE ACETYL-/PROPIONYL-CoA CARBOXYLASE (BETA SUBUNIT) ACCD1 	14	25	3	192	0.000000	NE
Rv2503c	scoB	PROBABLE SUCCINYL-COA:3-KETOACID-COENZYME A TRANSFERASE (BETA SUBUNIT) SCOB (3-OXO-ACID:COA TRANSFERASE) (OXCT B) (SUCCINYL CoA:3-OXOACID CoA-TRANSFERASE) 	2	7	4	200	0.000000	NE
Rv2504c	scoA	PROBABLE SUCCINYL-COA:3-KETOACID-COENZYME A TRANSFERASE (ALPHA SUBUNIT) SCOA (3-OXO ACID:CoA TRANSFERASE) (OXCT A) (SUCCINYL-COA:3-OXOACID-COENZYME A TRANSFERASE) 	8	12	3	108	0.000000	NE
Rv2505c	fadD35	acyl-CoA synthetase 	19	32	2	20	0.000000	NE
Rv2506	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) 	7	7	0	0	0.000000	NE
Rv2507	-	POSSIBLE CONSERVED PROLINE RICH MEMBRANE PROTEIN 	0	18	18	726	1.000000	E
Rv2508c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE LEUCINE AND ALANINE RICH PROTEIN 	12	15	2	52	0.000000	NE
Rv2509	-	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE 	0	9	9	575	0.998600	E
Rv2510c	-	hypothetical protein Rv2510c 	10	15	3	63	0.000000	NE
Rv2511	orn	oligoribonuclease 	0	8	8	483	0.996100	E
Rv2512c	-	IS1081 transposase 	0	2	2	44	-1.000000	S
Rv2513	-	hypothetical protein Rv2513 	7	8	1	2	0.000000	NE
Rv2514c	-	hypothetical protein Rv2514c 	3	5	2	26	-1.000000	S
Rv2515c	-	hypothetical protein Rv2515c 	13	20	5	129	0.000000	NE
Rv2516c	-	hypothetical protein Rv2516c 	1	13	6	369	0.879600	U
Rv2517c	-	hypothetical protein Rv2517c 	5	7	1	2	-1.000000	S
Rv2518c	lppS	PROBABLE CONSERVED LIPOPROTEIN LPPS 	2	18	9	504	0.992000	E
Rv2519	PE26	PE FAMILY PROTEIN 	22	30	3	39	0.000000	NE
Rv2520c	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	0	1	1	2	-1.000000	S
Rv2521	bcp	PROBABLE BACTERIOFERRITIN COMIGRATORY PROTEIN BCP 	8	9	1	2	0.000000	NE
Rv2522c	-	hypothetical protein Rv2522c 	10	17	2	18	0.000000	NE
Rv2523c	acpS	4'-phosphopantetheinyl transferase 	0	4	4	113	-1.000000	S
Rv2524c	fas	PROBABLE FATTY ACID SYNTHASE FAS (FATTY ACID SYNTHETASE) 	0	61	61	7559	1.000000	E
Rv2525c	-	hypothetical protein Rv2525c 	11	12	1	2	0.000000	NE
Rv2526	-	hypothetical protein Rv2526 	0	0	0	0	-1.000000	S
Rv2527	-	hypothetical protein Rv2527 	5	9	1	2	0.000000	NE
Rv2528c	mrr	PROBABLE RESTRICTION SYSTEM PROTEIN MRR 	3	8	3	221	0.000100	NE
Rv2529	-	hypothetical protein Rv2529 	10	16	5	152	0.000000	NE
Rv2530A	-	hypothetical protein Rv2530A 	2	4	2	40	-1.000000	S
Rv2530c	-	hypothetical protein Rv2530c 	1	3	2	159	0.040200	U
Rv2531c	-	PROBABLE AMINO ACID DECARBOXYLASE 	28	47	4	95	0.000000	NE
Rv2532c	-	hypothetical protein Rv2532c 	4	5	1	2	0.000000	NE
Rv2533c	nusB	transcription antitermination protein NusB 	0	4	4	250	0.985500	U
Rv2534c	efp	elongation factor P 	0	9	9	476	0.998600	E
Rv2535c	pepQ	PROBABLE CYTOPLASMIC PEPTIDASE PEPQ 	5	19	5	88	0.000000	NE
