Significant Interactions	Orf	Gene	Nobs	intercept	coefficient sgRNA_strength	coefficient concentration dependence	pval intercept	pval sgRNA_strength	pval concentration dependence	qval concentration dependence	Z score of concentration dependence
-1	RVBD3197A	whiB7	4	0.678353	1.183806	-0.135862	0.001304	0.0	0.011015	0.023172	-28.087245
0	RVBD1803c	PE-PGRS32	5	1.151634	0.399425	-0.003907	0.0	0.0	0.868995	0.908388	-0.819526
-1	tRNA-Ala37	tRNA-Ala37	5	0.504498	0.123976	-0.116651	0.0	0.0	0.0	0.0	-24.117405
0	RVBD3155	nuoK	6	1.084229	0.27343	0.076058	0.0	0.0	0.054463	0.09437	15.704767
0	RVBD1525	wbbL2	8	1.136504	0.371753	0.003476	0.0	0.0	0.852576	0.895411	0.706127
1	RVBD3749Ac	RVBD3749Ac	5	0.98518	-0.64131	0.054971	0.0	0.000284	0.006983	0.015463	11.347264
1	RVBD3037c	RVBD3037c	7	1.231177	0.367381	0.07091	0.0	0.0	0.000497	0.00144	14.640964
0	RVBD2389c	rpfD	5	1.08778	0.244136	0.046551	0.0	0.000337	0.105898	0.165784	9.607321
1	RVBD0659c	RVBD0659c	5	1.109455	0.08052	0.062135	0.0	0.151815	0.022704	0.043641	12.827662
1	RVBD2346c	esxO	2	5.133451	1.185176	0.429796	3e-06	0.001121	0.0	0.0	88.802628
1	RVBD1207	folP2	8	0.899821	-0.127837	0.079663	0.0	0.020632	0.000368	0.001099	16.449719
0	RVBD0868c	moaD2	5	1.082777	0.775296	0.000673	0.0	1e-06	0.97088	0.978145	0.126904
-1	RVBD3820c	papA2	12	0.582351	0.198983	-0.065401	0.0	0.0	0.000263	0.000811	-13.526897
0	RVBD0961	RVBD0961	8	0.899542	0.201059	0.009655	0.0	0.0	0.596929	0.68807	1.982981
0	RVBD2856B	RVBD2856B	5	1.092082	0.04431	0.036471	0.0	0.633616	0.047549	0.083865	7.524348
0	RVBD2139	pyrD	95	0.916739	0.135051	0.005137	0.0	0.0	0.534291	0.630169	1.049363
-1	RVBD2743c	RVBD2743c	6	0.005575	0.183014	-0.199407	0.930098	0.0	0.0	0.0	-41.218442
1	RVBD0485	RVBD0485	8	2.508976	0.381512	0.302187	0.0	0.0	0.0	0.0	62.432985
-1	RVBD0201c	RVBD0201c	6	0.1073	0.219788	-0.138077	0.206456	0.006553	0.0	0.0	-28.544961
0	RVBD2040c	RVBD2040c	15	0.98573	0.336637	0.010155	0.0	0.0	0.396945	0.497235	2.086303
1	RVBD3416	whiB3	43	1.71926	-0.116354	0.175041	0.0	0.035769	0.0	0.0	36.159018
-1	RVBD3834c	serS	129	-0.005473	0.090073	-0.117258	0.887489	0.0	0.0	0.0	-24.242838
0	RVBD1405c	RVBD1405c	12	1.258179	0.484295	0.047883	0.0	0.0	0.070069	0.117201	9.88257
-1	RVBD3855	ethR	5	1.404699	0.945446	-0.084144	0.0	0.0	0.002286	0.005685	-17.400027
1	RVBD0895	RVBD0895	9	1.264781	0.233718	0.079674	0.0	0.0	2.4e-05	8.7e-05	16.451992
0	5S	5S	21	0.434988	0.107059	-0.022044	0.0	0.0	0.226667	0.31214	-4.56743
0	RVBD2930	fadD26	10	0.805384	0.154662	-0.013153	0.0	0.008098	0.392779	0.492529	-2.730157
1	RVBD0247c	RVBD0247c	8	2.7271	0.514354	0.384737	0.0	0.121188	0.0	0.0	79.491453
0	RVBD0878c	PPE13	16	1.037503	0.162756	0.050624	0.0	0.006836	0.167914	0.242638	10.448982
0	RVBD0701	rplC	47	-0.443734	0.050548	-0.02552	0.0	0.0	0.155512	0.227412	-5.285724
-1	RVBD2844	RVBD2844	6	-1.210098	0.231813	-0.472644	4e-06	0.02074	0.0	0.0	-97.681249
0	RVBD2991	RVBD2991	5	1.032535	0.341292	0.037528	0.0	0.035046	0.110304	0.171485	7.742771
-1	RVBD0223c	RVBD0223c	13	0.882996	0.42081	-0.031834	0.0	0.0	0.02438	0.04647	-6.590475
1	RVBD3549c	RVBD3549c	8	1.311962	0.421021	0.062942	0.0	0.0	0.003086	0.007471	12.994424
1	RVBD0217c	lipW	7	1.345256	0.377291	0.066753	0.0	0.0	0.018852	0.037053	13.781944
0	RVBD3897c	RVBD3897c	5	1.10571	0.357781	0.029287	0.0	0.013188	0.130841	0.197558	6.039817
0	RVBD3190A	RVBD3190A	7	0.762302	0.274597	-0.024884	0.0	0.0	0.391039	0.490669	-5.154299
-1	RVBD0078	RVBD0078	7	0.882243	0.170659	-0.046464	0.0	0.0	0.020197	0.039333	-9.613678
0	RVBD3509c	ilvX	8	0.755593	0.209674	-0.045493	0.0	0.0	0.026876	0.050654	-9.413027
1	RVBD0462	lpdC	113	1.310583	0.159234	0.098844	0.0	0.0	0.0	0.0	20.413359
0	RVBD0311	RVBD0311	8	1.077345	0.194248	0.025293	0.0	0.0	0.244633	0.332014	5.214481
-1	RVBD3336c	trpS	110	-0.00966	0.093423	-0.126618	0.80344	0.0	0.0	0.0	-26.177027
0	RVBD3564	fadE33	6	0.938862	0.332117	0.008702	0.0	6.1e-05	0.669008	0.745595	1.786049
0	RVBD2377c	mbtH	7	0.755764	0.258376	-0.057716	0.0	0.0	0.047126	0.083374	-11.938837
1	RVBD0122	RVBD0122	5	1.245412	0.487216	0.067415	0.0	0.0	0.001842	0.004718	13.918742
-1	RVBD2202c	adoK	103	0.834338	0.192636	-0.060212	0.0	0.0	0.0	0.0	-12.454621
-1	RVBD1845c	blaR	7	-0.76039	0.037186	-0.145466	0.0	0.0	0.0	0.0	-30.071854
1	RVBD0277c	vapC25	6	1.27096	0.778355	0.091715	0.0	0.025781	0.000446	0.001309	18.940193
1	RVBD1543	RVBD1543	7	1.11865	0.270042	0.044954	0.0	0.0	6.8e-05	0.000231	9.27731
1	RVBD1901	cinA	14	1.529832	-0.203059	0.169388	0.0	0.06135	0.002149	0.005381	34.990859
1	RVBD1356c	RVBD1356c	7	1.081866	0.520489	0.04867	0.0	0.00234	0.020525	0.039933	10.045199
1	RVBD0346c	ansP2	22	4.254254	0.398154	0.635405	0.0	0.0	0.0	0.0	131.29051
1	RVBD1217c	RVBD1217c	9	1.002531	0.140906	0.046677	0.0	0.30892	0.018133	0.035814	9.633358
0	Negative	Negative9	97	0.510216	0.015467	-0.00645	0.0	0.578653	0.197746	0.277325	-1.345022
0	RVBD0267	narU	27	0.889733	0.207669	-0.002154	0.0	0.0	0.886806	0.919356	-0.457279
-1	RVBD3300c	RVBD3300c	5	0.589257	0.167303	-0.057513	0.0	0.0	0.016826	0.033577	-11.896888
-1	RVBD2508c	RVBD2508c	14	0.684476	0.239172	-0.057705	0.0	0.0	0.000575	0.001646	-11.936564
0	RVBD2179c	RVBD2179c	6	1.108083	0.462861	-0.026998	0.0	0.0	0.415483	0.515883	-5.591144
1	RVBD1681	moeX	7	1.320843	0.397534	0.08992	0.0	0.00088	0.0	0.0	18.569267
-1	RVBD3600c	RVBD3600c	8	0.125194	0.150179	-0.115881	0.156706	0.000342	0.0	0.0	-23.95829
0	RVBD2320c	rocE	19	0.878725	0.229213	-0.011902	0.0	0.0	0.510326	0.609464	-2.471645
1	RVBD2755c	hsdS.1	5	1.403016	-1.531715	0.169314	0.0	0.047725	7.6e-05	0.000256	34.975567
0	RVBD3657c	RVBD3657c	6	0.416374	0.168987	-0.080294	0.008954	0.0	0.048385	0.085191	-16.604447
1	RVBD2642	RVBD2642	7	1.366639	-0.042263	0.118282	0.0	0.731161	0.00095	0.00261	24.430107
0	RVBD0097	RVBD0097	10	0.985407	0.231881	-0.001134	0.0	0.0	0.949587	0.963232	-0.246502
1	RVBD0260c	RVBD0260c	7	1.214434	-0.042438	0.080993	0.0	0.804879	0.007816	0.017046	16.724556
1	RVBD1020	mfd	23	1.096315	0.233421	0.029116	0.0	0.0	0.01628	0.032598	6.004481
0	RVBD0974c	accD2	12	0.930542	0.100534	0.009901	0.0	0.510799	0.648062	0.730743	2.033815
-1	RVBD1310	atpD	123	-0.490764	0.071438	-0.214198	0.0	0.0	0.0	0.0	-44.274915
0	RVBD2472	RVBD2472	4	1.07388	0.3493	0.03833	0.0	0.003263	0.114346	0.176613	7.9085
0	RVBD3237c	RVBD3237c	7	0.984153	0.24111	0.031854	0.0	0.0	0.064695	0.109286	6.570273
1	RVBD0883c	RVBD0883c	66	0.913915	0.154675	0.037083	0.0	0.0	0.02175	0.042125	7.650814
-1	RVBD1821	secA2	10	0.79305	0.130092	-0.035789	0.0	0.0	0.002853	0.006954	-7.407752
0	RVBD0674	RVBD0674	7	0.892469	0.106	0.013077	0.0	0.001348	0.484285	0.584936	2.690117
0	RVBD1598c	RVBD1598c	5	0.850877	-0.101658	0.00386	0.0	0.406128	0.870005	0.908989	0.785478
1	RVBD1881c	lppE	9	1.165877	0.146297	0.046251	0.0	0.041897	0.006074	0.013611	9.545327
1	RVBD3880c	espL	5	2.194726	1.01739	0.205903	0.0	0.0	0.0	0.0	42.536467
0	RVBD2600	RVBD2600	11	0.850723	0.326908	-0.024456	0.0	3.4e-05	0.109655	0.170673	-5.065855
-1	RVBD0458	RVBD0458	20	0.602379	0.171651	-0.056809	0.0	0.0	8.8e-05	0.000294	-11.751411
0	RVBD3013	RVBD3013	7	1.111465	0.202657	0.034308	0.0	0.0	0.301239	0.395034	7.077377
1	RVBD2450c	rpfE	5	0.766269	-1.362072	0.301953	0.11661	1e-06	0.01604	0.032168	62.38463
1	RVBD0392c	ndhA	5	1.112286	-0.135792	0.186123	3.8e-05	0.000985	0.001233	0.003296	38.449047
-1	RVBD3719	RVBD3719	14	-0.096833	0.095856	-0.21049	0.147152	0.0	0.0	0.0	-43.508679
0	RVBD2147c	RVBD2147c	46	0.381528	0.094147	-0.018267	3.4e-05	0.0	0.432853	0.532691	-3.786935
1	RVBD2182c	RVBD2182c	97	0.731047	0.10073	0.024783	0.0	0.0	0.01785	0.035324	5.109092
0	RVBD0128	RVBD0128	10	0.993332	0.241049	-0.011285	0.0	0.0	0.531727	0.627838	-2.344146
0	RVBD1662	pks8	27	0.765555	0.184399	-0.016379	0.0	0.0	0.268346	0.358416	-3.396791
1	RVBD3405c	RVBD3405c	6	1.556948	0.451851	0.103538	0.0	0.0	5.3e-05	0.000183	21.383346
1	RVBD0951	sucC	102	1.749282	0.166462	0.102179	0.0	0.0	0.0	0.0	21.102517
0	RVBD1501	RVBD1501	18	1.041275	0.198976	0.019745	0.0	0.0	0.159091	0.23192	4.06802
-1	RVBD1617	pykA	87	-0.027503	0.080634	-0.12697	0.459446	0.0	0.0	0.0	-26.249766
-1	RVBD2201	asnB	196	0.055099	0.129539	-0.17797	0.090867	0.0	0.0	0.0	-36.788613
-1	RVBD0705	rpsS	17	-0.963187	0.023566	-0.068748	0.0	0.0	0.000126	0.000406	-14.218534
1	RVBD2035	RVBD2035	5	1.533671	-0.007678	0.149899	0.0	0.960901	0.0	0.0	30.963572
-1	RVBD2190c	RVBD2190c	9	-0.873487	0.118705	-0.23259	0.0	0.00011	0.0	0.0	-48.075513
0	RVBD1940	ribA1	7	0.979941	0.137867	0.029642	0.0	0.101639	0.098225	0.155642	6.113176
0	RVBD0422c	thiD	73	0.872616	0.11414	-0.002284	0.0	0.0	0.784777	0.839076	-0.484143
0	RVBD0451c	mmpS4	6	1.533775	1.077915	0.005027	0.0	0.0	0.824104	0.871578	1.026632
1	RVBD0632c	echA3	9	1.471079	0.410147	0.108509	0.0	0.0	1e-06	4e-06	22.410574
0	RVBD3055	RVBD3055	7	0.73731	0.399989	-0.015143	0.0	0.0	0.576854	0.668747	-3.141379
-1	RVBD0316	RVBD0316	7	0.661079	0.174523	-0.04801	0.0	0.0	0.007442	0.016376	-9.93315
1	RVBD1654	argB	74	1.029853	0.110345	0.032843	0.0	0.0	0.000796	0.002211	6.774644
0	RVBD2792c	RVBD2792c	6	1.376585	0.287271	0.056076	0.0	0.0	0.118038	0.181414	11.575605
0	RVBD1031	kdpC	6	1.083394	0.269394	0.031837	0.0	0.0	0.054198	0.094072	6.56676
1	RVBD1867	RVBD1867	6	1.328539	0.200484	0.087325	0.0	0.143357	0.0006	0.001713	18.033026
1	RVBD0156	pntAb	9	0.607279	-0.56804	0.046886	2e-06	0.000378	0.003145	0.0076	9.676546
0	RVBD0475	hbhA	5	0.676343	0.053919	-0.027163	0.000137	0.640966	0.522802	0.620146	-5.625241
1	RVBD0816c	thiX	6	1.293948	0.321668	0.072369	0.0	0.090756	0.007643	0.016714	14.942457
-1	RVBD2601	speE	15	0.611391	0.123351	-0.04158	0.0	0.0	0.016491	0.032958	-8.604428
0	RVBD0245	RVBD0245	6	1.292016	0.232012	0.057748	0.0	0.0	0.09749	0.154659	11.921114
-1	RVBD2523c	acpS	18	0.468633	0.108143	-0.112771	0.0	0.0	0.0	0.0	-23.315626
-1	RVBD1390	rpoZ	15	-0.560735	0.089344	-0.216583	3.1e-05	0.0	0.0	0.0	-44.767761
-1	RVBD1165	typA	15	-0.251018	0.250191	-0.285696	0.000274	0.0	0.0	0.0	-59.049553
1	RVBD1873	RVBD1873	7	1.434238	0.258913	0.100883	0.0	0.020541	0.0	0.0	20.834706
1	RVBD2578c	RVBD2578c	6	0.93657	-0.026	0.042577	0.0	0.611082	0.021836	0.04226	8.786117
0	RVBD0560c	RVBD0560c	5	0.059339	-1.597369	-0.036604	0.681399	0.0	0.327398	0.423562	-7.576167
0	RVBD2141c	RVBD2141c	12	1.123088	0.416212	0.014108	0.0	0.0	0.364446	0.462021	2.903167
0	RVBD3169	RVBD3169	11	0.92044	0.335221	-0.012296	0.0	0.0	0.47682	0.576955	-2.553063
0	RVBD1115	RVBD1115	6	0.844664	0.198865	-0.002773	0.0	0.0	0.887043	0.919365	-0.585192
-1	RVBD0519c	RVBD0519c	11	-0.077666	0.152264	-0.184047	0.258305	5e-06	0.0	0.0	-38.044389
0	RVBD1734c	RVBD1734c	5	1.179903	0.39738	0.04955	0.0	0.004816	0.206833	0.288367	10.227046
0	RVBD3099c	RVBD3099c	9	0.866912	0.235571	-0.022086	0.0	0.0	0.058221	0.099811	-4.576109
0	RVBD1668c	RVBD1668c	5	1.656089	1.829528	0.090595	0.0	0.018499	0.153189	0.224911	18.708752
0	RVBD1983	PE-PGRS35	11	0.979227	0.094167	0.01499	0.0	0.258476	0.442178	0.541856	3.085427
1	RVBD3156	nuoL	24	1.000463	0.238867	0.086601	0.0	0.0	0.0	0.0	17.883416
0	RVBD2458	mmuM	7	0.986934	-0.124995	0.02123	0.0	0.341808	0.340706	0.438252	4.374886
1	RVBD1285	cysD	11	1.28174	0.16854	0.109117	0.0	0.0	0.000467	0.001361	22.536214
-1	RVBD1178	RVBD1178	7	0.707351	0.216449	-0.056544	0.0	0.0	0.002355	0.00585	-11.69665
0	RVBD3851	RVBD3851	4	0.783456	0.203155	-0.015724	0.0	0.0	0.648832	0.731407	-3.261439
0	RVBD0995	rimJ	8	0.859433	0.253632	-0.035108	0.0	0.0	0.080606	0.131862	-7.267028
0	RVBD3231c	RVBD3231c	6	0.920155	0.179169	0.01267	0.0	0.0	0.604486	0.695193	2.606013
1	RVBD0428c	RVBD0428c	6	1.152322	0.068258	0.066478	0.0	0.48807	0.000156	0.000497	13.725117
0	RVBD0799c	RVBD0799c	18	1.057998	0.220095	0.032049	0.0	0.0	0.047307	0.083537	6.610568
0	RVBD1737c	narK2	16	0.752485	0.104466	0.00105	0.0	0.0	0.954589	0.967039	0.204809
-1	RVBD2152c	murC	138	0.424526	0.105078	-0.108326	0.0	0.0	0.0	0.0	-22.397094
0	RVBD3654c	RVBD3654c	5	0.12341	-1.032478	-0.029793	0.684664	0.099023	0.2484	0.335885	-6.168715
1	RVBD3632	RVBD3632	6	2.651826	0.669454	0.297051	0.0	1e-06	1.5e-05	5.6e-05	61.371661
1	RVBD0860	fadB	23	1.903017	0.218502	0.177225	0.0	0.0	0.0	0.0	36.610328
0	RVBD3081	RVBD3081	15	1.124012	0.517149	0.018568	0.0	0.0	0.242731	0.330098	3.824799
0	tRNA-Thr6	tRNA-Thr6	6	-1.259745	0.002453	-0.010401	0.0	0.717852	0.692033	0.764739	-2.161473
1	RVBD0427c	xthA	8	1.489389	0.243539	0.103202	0.0	0.0	0.000476	0.001385	21.313914
0	RVBD2951c	RVBD2951c	9	0.959364	0.249416	0.000399	0.0	0.0	0.972475	0.979508	0.070283
-1	RVBD1158c	RVBD1158c	7	-1.030818	0.117425	-0.305213	0.0	0.078907	0.0	0.0	-63.082625
-1	RVBD1191	RVBD1191	8	0.905902	0.39238	-0.038788	0.0	0.0	0.018522	0.036503	-8.027478
1	RVBD0933	pstB	10	1.843233	0.303969	0.189389	0.0	0.0	0.0	0.0	39.123947
0	RVBD1414	RVBD1414	5	0.885196	0.116162	0.013508	0.0	0.0	0.622355	0.710484	2.77918
0	RVBD1677	dsbF	6	1.061872	0.181224	0.045783	0.0	1e-06	0.03736	0.067819	9.448618
0	RVBD0922	RVBD0922	7	1.077579	0.273826	0.004363	0.0	0.0	0.768289	0.826837	0.88942
0	RVBD2964	purU	15	1.074241	0.104503	0.04062	0.0	0.0	0.093218	0.149171	8.381715
-1	RVBD2565	RVBD2565	13	-0.139346	-0.08779	-0.237368	0.064968	0.221789	0.0	0.0	-49.062858
1	RVBD1078	pra	7	1.391788	0.257632	0.050282	0.0	0.0	0.005415	0.012294	10.37831
-1	RVBD1337	RVBD1337	7	0.768081	0.149089	-0.058164	0.0	0.0	0.011541	0.024115	-12.031414
1	RVBD2185c	TB16.3	8	1.481922	0.229687	0.142957	0.0	0.001577	0.0	0.0	29.529049
0	RVBD2625c	RVBD2625c	8	0.885095	0.319494	-0.003058	0.0	2e-06	0.876131	0.912269	-0.644085
1	RVBD0286	PPE4	144	2.532256	0.181684	0.292204	0.0	0.0	0.0	0.0	60.370057
0	RVBD3239c	RVBD3239c	21	0.829064	0.192055	-0.017198	0.0	0.0	0.171837	0.247487	-3.566032
0	RVBD0494	RVBD0494	9	1.23023	0.51645	0.031527	0.0	2e-06	0.182133	0.259341	6.5027
1	RVBD1750c	fadD1	13	1.320345	0.255818	0.071768	0.0	0.0	5e-06	2e-05	14.818264
0	RVBD2527	vapC17	6	1.237451	0.07616	0.050633	0.0	0.695787	0.282677	0.374707	10.450842
-1	RVBD1435c	RVBD1435c	5	-1.295092	-0.032188	-0.292409	0.0	0.687517	0.0	0.0	-60.436754
1	RVBD1333	RVBD1333	8	1.279263	0.450014	0.072329	0.0	0.0	5e-05	0.000173	14.934191
0	RVBD2386A	RVBD2386A	4	0.92617	-0.156585	0.043582	0.0	0.251994	0.128531	0.194506	8.993794
0	RVBD2778c	RVBD2778c	5	0.907825	0.247642	0.004268	0.0	0.0	0.790017	0.842597	0.869789
-1	RVBD3507	PE-PGRS53	6	0.591249	0.307946	-0.110549	0.0	0.0	3e-06	1.2e-05	-22.856463
-1	RVBD3531c	RVBD3531c	10	0.505443	0.159365	-0.091327	0.0	0.0	2e-06	8e-06	-18.884351
0	RVBD3505	fadE27	13	0.887245	0.159527	0.00603	0.0	2e-06	0.722158	0.789604	1.233896
0	RVBD3786c	RVBD3786c	11	0.78387	0.257414	-0.03095	0.0	0.0	0.249143	0.336777	-6.407802
1	RVBD1813c	RVBD1813c	6	1.23682	0.377657	0.092858	0.0	0.000535	0.001804	0.004644	19.176388
0	RVBD0456c	echA2	8	0.999092	0.274132	0.022639	0.0	0.0	0.171871	0.247487	4.666047
-1	RVBD0377	RVBD0377	12	0.747339	0.176513	-0.040333	0.0	0.0	0.00749	0.016441	-8.346743
0	RVBD3558	PPE64	11	0.662467	-0.896748	0.036589	0.0	0.0	0.094935	0.1512	7.548732
1	RVBD3406	RVBD3406	8	1.297903	-0.076186	0.083609	0.0	0.661886	4e-05	0.000141	17.265137
0	Negative	Negative12	97	0.54814	0.098084	0.002597	0.0	0.013391	0.675283	0.750542	0.524487
0	RVBD1394c	cyp132	8	1.030955	0.604344	0.016494	0.0	0.0	0.549109	0.643228	3.39622
1	RVBD2543	lppA	8	1.288277	0.518265	0.062763	0.0	0.0	0.003656	0.008666	12.957434
-1	RVBD3125c	PPE49	8	0.591709	0.170056	-0.068179	0.0	0.0	0.003701	0.008757	-14.100954
-1	RVBD3726	RVBD3726	11	0.374477	0.135093	-0.092035	0.001514	0.0	0.003707	0.008758	-19.030655
0	RVBD1172c	PE12	8	0.782877	0.426538	-0.036724	0.0	2.3e-05	0.126003	0.191326	-7.600965
-1	RVBD1661	pks7	27	0.658893	0.171526	-0.04513	0.0	0.0	0.001918	0.004893	-9.338015
1	RVBD1879	RVBD1879	13	1.181668	0.399937	0.048794	0.0	0.0	0.001906	0.004866	10.070823
-1	RVBD1638	uvrA	24	0.756981	0.22984	-0.050374	0.0	0.0	0.000148	0.000473	-10.421656
0	RVBD2777c	RVBD2777c	14	0.868703	0.195462	-0.028065	0.0	0.0	0.132679	0.199736	-5.811634
0	RVBD2489c	RVBD2489c	7	0.901798	0.211172	0.015934	0.0	1.4e-05	0.704401	0.775408	3.280499
-1	RVBD2903c	lepB	93	0.469015	0.123329	-0.084561	0.0	0.0	0.0	0.0	-17.486197
1	RVBD2952	RVBD2952	10	1.129191	0.129863	0.069825	0.0	0.192793	0.006672	0.014847	14.416755
1	RVBD1266c	pknH	13	1.15616	0.233446	0.050975	0.0	0.0	0.007066	0.015604	10.521514
-1	RVBD0207c	RVBD0207c	6	-0.8184	0.067037	-0.266297	0.0	0.0	0.0	0.0	-55.040864
1	RVBD0853c	pdc	16	1.302471	0.483761	0.076428	0.0	0.0	0.0	0.0	15.781226
0	RVBD1514c	RVBD1514c	7	1.108134	0.634519	0.028382	0.0	0.0	0.25453	0.342796	5.852804
0	RVBD2501c	accA1	7	1.349064	0.529115	0.03492	0.0	0.0	0.130973	0.197683	7.203843
0	RVBD3111	moaC1	6	1.002434	0.402946	-0.012502	0.0	0.0	0.491281	0.591543	-2.595632
-1	RVBD2611c	RVBD2611c	120	-0.381198	0.098844	-0.244549	0.0	0.0	0.0	0.0	-50.546769
-1	RVBD3277	RVBD3277	108	-0.386615	0.116409	-0.218361	0.0	0.0	0.0	0.0	-45.135174
-1	RVBD0364	RVBD0364	109	0.275056	0.113145	-0.146971	0.0	0.0	0.0	0.0	-30.382854
0	RVBD2813	RVBD2813	7	0.904415	-1.094375	0.034974	0.0	0.047093	0.12888	0.194961	7.215002
0	RVBD3398c	idsA1	10	0.910342	0.186473	0.001371	0.0	0.0	0.924292	0.946796	0.271141
0	RVBD3554	fdxB	21	0.946073	0.358022	-0.004414	0.0	0.0	0.775576	0.83224	-0.924295
0	RVBD1454c	qor	10	0.990032	-0.087094	0.021982	0.0	0.325308	0.124898	0.19022	4.530282
1	RVBD3201c	RVBD3201c	18	1.67492	0.364472	0.135498	0.0	0.0	0.00213	0.00534	27.987691
0	RVBD0175	RVBD0175	6	0.693556	0.21941	0.001319	0.0	0.0	0.938009	0.956641	0.260396
1	RVBD3286c	sigF	6	1.36446	0.316219	0.071559	0.0	0.0	0.000434	0.001278	14.775076
1	RVBD2285	RVBD2285	8	1.427711	0.579501	0.065937	0.0	0.0	0.000306	0.000931	13.613323
-1	RVBD0041	leuS	282	0.476777	0.11692	-0.098686	0.0	0.0	0.0	0.0	-20.405045
1	RVBD0690c	RVBD0690c	6	1.319759	0.031615	0.08991	0.0	0.530644	3e-06	1.2e-05	18.567201
0	RVBD3551	RVBD3551	9	1.063051	0.312479	0.035537	0.0	0.000472	0.255096	0.343444	7.331343
-1	tRNA-Thr9	tRNA-Thr9	9	-1.119432	0.005993	-0.076378	0.0	0.066576	1e-06	4e-06	-15.795229
0	RVBD2098c	RVBD2098c	5	0.813634	0.319515	0.005713	0.0	0.0	0.695852	0.768119	1.16839
1	RVBD3835	RVBD3835	10	0.795497	0.12599	0.055158	0.0	0.0	0.011466	0.023983	11.385906
0	RVBD3525c	RVBD3525c	6	1.025453	0.382227	-0.024712	0.0	0.0	0.304867	0.398885	-5.118756
0	RVBD0480c	RVBD0480c	7	0.615041	0.361419	-0.042367	0.0	0.018971	0.054371	0.094251	-8.767057
0	RVBD2039c	RVBD2039c	16	0.852543	0.400297	-0.029307	0.0	0.0	0.124305	0.189746	-6.068286
-1	RVBD2171	lppM	12	-1.390629	0.377635	-0.511034	0.0	0.008694	0.0	0.0	-105.614315
-1	RVBD0552	RVBD0552	17	0.459909	0.097902	-0.07832	0.0	0.0	6.4e-05	0.000218	-16.196531
1	RVBD1098c	fum	130	1.158895	0.090342	0.028416	0.0	0.0	0.002147	0.005379	5.85983
0	RVBD1573	RVBD1573	6	0.928268	0.274927	-0.000617	8.4e-05	0.29562	0.99174	0.993955	-0.139667
0	RVBD1997	ctpF	18	0.945573	0.290729	0.008813	0.0	0.0	0.582579	0.674223	1.808987
0	RVBD2231B	RVBD2231B	2	0.449913	-2.871809	-0.008089	0.057041	0.031795	0.789862	0.842597	-1.683712
1	RVBD0783c	emrB	22	1.131043	0.383275	0.043841	0.0	0.0	0.000293	0.000897	9.047315
1	RVBD3478	PPE60	7	0.841069	-0.296802	0.146823	2.5e-05	0.003349	1e-06	4e-06	30.327935
1	RVBD0467	icl1	82	2.421429	0.028082	0.34235	0.0	0.039988	0.0	0.0	70.732431
-1	RVBD1327c	glgE	171	0.127726	0.102122	-0.156694	3.1e-05	0.0	0.0	0.0	-32.392054
0	RVBD1230c	RVBD1230c	10	0.882947	0.120935	0.005411	0.0	0.0	0.811227	0.860437	1.105983
1	RVBD1580c	RVBD1580c	6	1.344162	-0.074313	0.107139	0.0	0.800189	0.000154	0.000491	22.127472
0	RVBD0703	rplW	20	-1.047509	0.012953	-0.011227	0.0	1.2e-05	0.397414	0.497437	-2.332161
-1	RVBD2200c	ctaC	106	0.496182	0.088101	-0.038323	0.0	0.0	0.0	0.0	-7.931389
-1	RVBD2697c	dut	5	0.593796	0.165346	-0.158647	1.7e-05	0.0	0.0	0.0	-32.79563
0	RVBD1991c	mazF6	4	0.671097	0.126378	-0.006708	3e-06	0.596036	0.842938	0.888241	-1.398336
0	RVBD3279c	birA	73	1.040047	0.127626	0.013508	0.0	0.0	0.246991	0.334427	2.77918
0	RVBD0807	RVBD0807	8	1.144447	0.209985	0.022952	0.0	0.0	0.377848	0.476468	4.730727
0	RVBD1965	yrbE3B	10	0.851055	0.181263	-0.005395	0.0	6.5e-05	0.714667	0.784173	-1.127012
0	RVBD2118c	RVBD2118c	7	1.165545	0.354052	0.031593	0.0	0.0	0.245719	0.333152	6.516339
0	RVBD3393	iunH	7	1.219571	0.628143	0.050575	0.0	0.001727	0.061353	0.104339	10.438856
0	RVBD3924c	rpmH	18	0.162042	0.064599	0.031389	0.21133	0.0	0.317968	0.413481	6.474183
0	RVBD1445c	devB	10	1.105679	0.210183	0.033996	0.0	0.004123	0.066369	0.111833	7.012904
0	RVBD0149	RVBD0149	8	1.141992	0.230842	0.015073	0.0	0.0	0.401867	0.502054	3.102578
1	RVBD3631	RVBD3631	5	2.753786	0.454811	0.306751	0.0	0.0	1e-06	4e-06	63.376108
0	RVBD3344c	PE-PGRS49	4	1.542756	0.828812	0.072692	0.0	4e-06	0.059384	0.101546	15.009203
1	RVBD0530Ac	RVBD0530Ac	5	2.152514	-1.65414	0.236486	0.0	0.002158	0.0	0.0	48.856263
-1	RVBD3582c	ispD	82	0.648983	0.118751	-0.076564	0.0	0.0	0.0	0.0	-15.833665
1	RVBD1878	glnA3	16	1.062948	0.175675	0.044056	0.0	6.1e-05	0.000393	0.00117	9.091744
0	RVBD2310	RVBD2310	5	0.99388	0.026056	0.046349	0.0	0.735356	0.052861	0.091989	9.565578
0	RVBD1760	RVBD1760	17	0.954616	0.270896	0.006661	0.0	0.0	0.6304	0.717235	1.364288
-1	RVBD0746	PE-PGRS9	8	0.67184	0.210625	-0.034571	0.0	0.0	0.015433	0.031074	-7.15606
