#HMM - Genes
#Orf	Name	Desc	N	n0	n1	n2	n3	Avg. Insertions	Avg. Reads	State Call
Rv2115c	-	Probable ATPase 	23	23	0	0	0	0.0435	8.0	ES
Rv2116	lppK	Probable conserved lipoprotein lppK 	5	0	0	5	0	0.8000	219.8	NE
Rv2117	-	hypothetical protein Rv2117 	2	0	0	2	0	1.0000	127.5	NE
Rv2118c	-	POSSIBLE RNA METHYLTRANSFERASE 	12	0	0	12	0	0.8333	330.3	NE
Rv2119	-	hypothetical protein Rv2119 	18	0	0	18	0	0.7778	228.0	NE
Rv2120c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	7	0	0	7	0	0.4286	217.7	NE
Rv2121c	hisG	ATP phosphoribosyltransferase 	9	9	0	0	0	0.0000	0.0	ES
Rv2122c	hisE	phosphoribosyl-ATP pyrophosphatase 	2	2	0	0	0	0.0000	0.0	ES
Rv2123	PPE37	PPE FAMILY PROTEIN 	20	0	0	20	0	0.5500	247.5	NE
Rv2124c	metH	Probable 5-methyltetrahydrofolate--homocystein methyltransferase MetH (Methionine synthase, vitamin-B12 dependent isozyme) (MS) 	38	0	0	38	0	0.6579	121.7	NE
Rv2125	-	hypothetical protein Rv2125 	9	0	0	9	0	0.8889	787.9	NE
Rv2126c	PE_PGRS37	PE-PGRS FAMILY PROTEIN 	5	0	0	5	0	0.6000	147.0	NE
Rv2127	ansP1	Probable L-asparagine permease ansP1 	24	0	0	24	0	0.7500	188.6	NE
Rv2128	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	6	0	0	6	0	0.6667	179.2	NE
Rv2129c	-	short chain dehydrogenase 	11	0	0	11	0	0.5455	171.7	NE
Rv2130c	cysS	cysteinyl-tRNA synthetase 	22	22	0	0	0	0.0000	0.0	ES
Rv2131c	cysQ	POSSIBLE MONOPHOSPHATASE CYSQ 	9	9	0	0	0	0.0000	0.0	ES
Rv2132	-	hypothetical protein Rv2132 	2	0	0	2	0	1.0000	497.5	NE
Rv2133c	-	hypothetical protein Rv2133c 	9	0	0	9	0	1.0000	296.3	NE
Rv2134c	-	hypothetical protein Rv2134c 	7	0	0	7	0	0.7143	106.0	NE
Rv2135c	-	hypothetical protein Rv2135c 	4	0	0	4	0	0.2500	40.0	NE
Rv2136c	uppP	undecaprenyl pyrophosphate phosphatase 	12	0	0	12	0	0.5833	320.0	NE
Rv2137c	-	hypothetical protein Rv2137c 	6	0	0	6	0	0.8333	56.6	NE
Rv2138	lppL	Probable conserved lipoprotein LppL 	18	0	18	0	0	0.0556	4.0	GD
Rv2139	pyrD	dihydroorotate dehydrogenase 2 	12	0	12	0	0	0.0000	0.0	GD
Rv2140c	TB18.6	hypothetical protein Rv2140c 	9	0	0	9	0	0.7778	169.4	NE
Rv2141c	-	hypothetical protein Rv2141c 	18	0	0	18	0	0.7778	333.3	NE
Rv2142c	-	hypothetical protein Rv2142c 	13	0	0	13	0	0.7692	246.7	NE
Rv2143	-	hypothetical protein Rv2143 	13	0	0	13	0	1.0000	346.1	NE
Rv2144c	-	Probable transmembrane protein 	4	0	0	4	0	0.7500	228.3	NE
Rv2145c	wag31	CONSERVED HYPOTHETICAL PROTEIN WAG31 	10	0	10	0	0	0.0000	0.0	GD
Rv2146c	-	Possible conserved transmembrane protein 	1	0	0	1	0	1.0000	26.0	NE
Rv2147c	-	hypothetical protein Rv2147c 	15	15	0	0	0	0.0000	0.0	ES
Rv2148c	-	hypothetical protein Rv2148c 	5	1	0	4	0	0.2000	126.0	NE
Rv2149c	yfiH	conserved hypothetical protein YfiH 	5	0	0	5	0	0.6000	119.7	NE
Rv2150c	ftsZ	cell division protein FtsZ 	6	0	0	6	0	0.0000	0.0	NE
Rv2151c	ftsQ	POSSIBLE CELL DIVISION PROTEIN FTSQ 	6	6	0	0	0	0.0000	0.0	ES
Rv2152c	murC	UDP-N-acetylmuramate--L-alanine ligase 	14	14	0	0	0	0.0000	0.0	ES
Rv2153c	murG	N-acetylglucosaminyl transferase 	14	14	0	0	0	0.0000	0.0	ES
Rv2154c	ftsW	FtsW-like protein FtsW 	15	14	0	1	0	0.0667	49.0	ES
Rv2155c	murD	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase 	18	18	0	0	0	0.0000	0.0	ES
Rv2156c	mraY	phospho-N-acetylmuramoyl-pentapeptide-transferase 	9	9	0	0	0	0.0000	0.0	ES
Rv2157c	murF	Probable UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate- D-alanyl-D-alanyl ligase MurF 	9	9	0	0	0	0.0000	0.0	ES
Rv2158c	murE	UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase 	10	10	0	0	0	0.0000	0.0	ES
Rv2159c	-	hypothetical protein Rv2159c 	5	0	0	5	0	1.0000	610.4	NE
Rv2160A	-	hypothetical protein Rv2160A 	4	0	0	4	0	0.0000	0.0	NE
Rv2160c	-	hypothetical protein Rv2160c 	2	0	0	2	0	0.0000	0.0	NE
Rv2161c	-	hypothetical protein Rv2161c 	8	0	0	8	0	0.8750	419.1	NE
Rv2162c	PE_PGRS38	PE-PGRS FAMILY PROTEIN 	13	0	0	13	0	0.6923	167.1	NE
Rv2163c	pbpB	Probable penicillin-binding membrane protein pbpB 	29	29	0	0	0	0.0000	0.0	ES
Rv2164c	-	PROBABLE CONSERVED PROLINE RICH MEMBRANE PROTEIN 	10	10	0	0	0	0.0000	0.0	ES
Rv2165c	mraW	S-adenosyl-methyltransferase MraW 	18	18	0	0	0	0.0000	0.0	ES
Rv2166c	-	hypothetical protein Rv2166c 	7	7	0	0	0	0.0000	0.0	ES
Rv2167c	-	PROBABLE TRANSPOSASE 	0	0	0	0	0	nan	0.0	N/A
Rv2168c	-	PROBABLE TRANSPOSASE 	0	0	0	0	0	nan	0.0	N/A
Rv2169c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	5	0	0	5	0	0.0000	0.0	NE
Rv2170	-	hypothetical protein Rv2170 	12	0	0	12	0	0.5833	100.7	NE
Rv2171	lppM	Probable conserved lipoprotein lppM 	8	0	0	8	0	0.7500	191.2	NE
Rv2172c	-	hypothetical protein Rv2172c 	16	16	0	0	0	0.0000	0.0	ES
Rv2173	idsA2	PROBABLE GERANYLGERANYL PYROPHOSPHATE SYNTHETASE IDSA2 (GGPPSASE) (GGPP SYNTHETASE) (GERANYLGERANYL DIPHOSPHATE SYNTHASE) 	17	0	0	17	0	0.5294	94.1	NE
Rv2174	-	Possible conserved integral membrane protein 	22	22	0	0	0	0.0000	0.0	ES
Rv2175c	-	conserved hypothetical regulatory protein 	5	0	0	5	0	0.8000	551.2	NE
Rv2176	pknL	PROBABLE TRANSMEMBRANE SERINE/THREONINE-PROTEIN KINASE L PKNL (PROTEIN KINASE L) (STPK L) 	21	0	0	21	0	0.5714	113.8	NE
Rv2177c	-	POSSIBLE TRANSPOSASE 	4	0	0	4	0	0.7500	372.3	NE
Rv2178c	aroG	Probable 3-deoxy-D-arabino-heptulosonate 7-phosphate synthase AroG (DAHP synthetase, phenylalanine-repressible) 	15	15	0	0	0	0.0000	0.0	ES
Rv2179c	-	hypothetical protein Rv2179c 	5	0	0	5	0	0.2000	137.0	NE
Rv2180c	-	Probable conserved integral membrane protein 	11	0	0	11	0	0.8182	422.6	NE
Rv2181	-	Probable conserved integral membrane protein 	19	0	0	19	0	0.7895	306.3	NE
Rv2182c	-	1-acylglycerol-3-phosphate O-acyltransferase 	18	18	0	0	0	0.0000	0.0	ES
Rv2183c	-	hypothetical protein Rv2183c 	4	0	0	4	0	0.7500	89.3	NE
Rv2184c	-	hypothetical protein Rv2184c 	16	0	0	16	0	0.6875	245.7	NE
Rv2185c	TB16.3	hypothetical protein Rv2185c 	13	0	0	13	0	0.6154	110.0	NE
Rv2186c	-	hypothetical protein Rv2186c 	8	0	0	8	0	0.0000	0.0	NE
Rv2187	fadD15	Probable long-chain-fatty-acid-CoA ligase fadD15 (FATTY-ACID-CoA SYNTHETASE) (FATTY-ACID-CoA SYNTHASE) 	31	0	0	31	0	0.8065	252.6	NE
Rv2188c	-	hypothetical protein Rv2188c 	16	16	0	0	0	0.0000	0.0	ES
Rv2189c	-	hypothetical protein Rv2189c 	10	0	0	10	0	0.4000	580.0	NE
Rv2190c	-	hypothetical protein Rv2190c 	16	0	0	16	0	0.4375	38.6	NE
Rv2191	-	hypothetical protein Rv2191 	25	0	0	25	0	0.6400	380.8	NE
Rv2192c	trpD	anthranilate phosphoribosyltransferase 	7	7	0	0	0	0.0000	0.0	ES
Rv2193	ctaE	PROBABLE CYTOCHROME C OXIDASE (SUBUNIT III) CTAE 	14	14	0	0	0	0.0000	0.0	ES
Rv2194	qcrC	Probable Ubiquinol-cytochrome C reductase QcrC(cytochrome C subunit) 	11	11	0	0	0	0.0000	0.0	ES
Rv2195	qcrA	Probable Rieske iron-sulfur protein QcrA 	21	21	0	0	0	0.0000	0.0	ES
Rv2196	qcrB	Probable Ubiquinol-cytochrome C reductase QcrB (cytochrome B subunit) 	29	27	0	2	0	0.0345	14.0	ES
Rv2197c	-	Probable conserved transmembrane protein 	10	0	0	10	0	0.8000	262.9	NE
Rv2198c	mmpS3	PROBABLE CONSERVED MEMBRANE PROTEIN MMPS3 	14	11	0	3	0	0.0714	80.0	ES
Rv2199c	-	Possible conserved integral membrane protein 	7	0	0	7	0	0.2857	363.5	NE
Rv2200c	ctaC	PROBABLE TRANSMEMBRANE CYTOCHROME C OXIDASE (SUBUNIT II) CTAC 	18	18	0	0	0	0.0000	0.0	ES
Rv2201	asnB	Probable asparagine synthetase AsnB 	27	27	0	0	0	0.0000	0.0	ES
Rv2202c	cbhK	Probable carbohydrate kinase CbhK 	17	17	0	0	0	0.0000	0.0	ES
Rv2203	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	12	0	0	12	0	0.8333	464.7	NE
Rv2204c	-	hypothetical protein Rv2204c 	4	0	0	4	0	0.0000	0.0	NE
Rv2205c	-	hypothetical protein Rv2205c 	9	0	0	9	0	0.8889	359.5	NE
Rv2206	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	9	0	0	9	0	0.4444	194.5	NE
Rv2207	cobT	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase 	8	0	0	8	0	0.3750	22.7	NE
Rv2208	cobS	cobalamin synthase 	9	0	0	9	0	0.7778	227.1	NE
Rv2209	-	Probable conserved integral membrane protein 	23	0	0	23	0	0.7826	556.2	NE
Rv2210c	ilvE	branched-chain amino acid aminotransferase 	21	21	0	0	0	0.0000	0.0	ES
Rv2211c	gcvT	glycine cleavage system aminomethyltransferase T 	17	17	0	0	0	0.0000	0.0	ES
Rv2212	-	hypothetical protein Rv2212 	9	0	0	9	0	0.7778	197.6	NE
Rv2213	pepB	leucyl aminopeptidase 	12	0	0	12	0	0.5000	126.7	NE
Rv2214c	ephD	short chain dehydrogenase 	26	0	0	26	0	0.8077	249.9	NE
Rv2215	dlaT	dihydrolipoamide acetyltransferase 	13	13	0	0	0	0.0000	0.0	ES
Rv2216	-	hypothetical protein Rv2216 	11	2	0	9	0	0.3636	378.0	NE
Rv2217	lipB	lipoyltransferase 	9	0	0	9	0	0.1111	40.0	NE
Rv2218	lipA	lipoyl synthase 	11	11	0	0	0	0.0000	0.0	ES
Rv2219	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	7	0	0	7	0	0.0000	0.0	NE
Rv2219A	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	2	0	0	2	0	0.5000	96.0	NE
Rv2220	glnA1	GLUTAMINE SYNTHETASE GLNA1 (GLUTAMINE SYNTHASE) (GS-I) 	25	25	0	0	0	0.0000	0.0	ES
Rv2221c	glnE	GLUTAMATE-AMMONIA-LIGASE ADENYLYLTRANSFERASE GLNE (Glutamine-synthetase adenylyltransferase) 	35	35	0	0	0	0.0000	0.0	ES
Rv2222c	glnA2	PROBABLE GLUTAMINE SYNTHETASE GLNA2 (GLUTAMINE SYNTHASE) (GS-II) 	15	0	0	15	0	0.6000	76.6	NE
Rv2223c	-	Probable exported protease 	27	0	0	27	0	0.8889	410.5	NE
Rv2224c	-	Probable exported protease 	26	0	0	26	0	0.8462	180.0	NE
Rv2225	panB	3-methyl-2-oxobutanoate hydroxymethyltransferase 	11	11	0	0	0	0.0000	0.0	ES
Rv2226	-	hypothetical protein Rv2226 	24	0	0	24	0	0.7917	178.7	NE
Rv2227	-	hypothetical protein Rv2227 	18	0	0	18	0	0.4444	262.6	NE
Rv2228c	-	hypothetical protein Rv2228c 	16	16	0	0	0	0.0000	0.0	ES
Rv2229c	-	hypothetical protein Rv2229c 	4	4	0	0	0	0.0000	0.0	ES
Rv2230c	-	hypothetical protein Rv2230c 	15	1	0	14	0	0.3333	89.4	NE
Rv2231c	cobC	hypothetical protein Rv2231c 	15	0	0	15	0	0.3333	61.0	NE
Rv2232	-	hypothetical protein Rv2232 	10	0	0	10	0	0.6000	234.8	NE
Rv2234	ptpA	PHOSPHOTYROSINE PROTEIN PHOSPHATASE PTPA (PROTEIN-TYROSINE-PHOSPHATASE) (PTPase) (LMW PHOSPHATASE) 	7	0	0	7	0	0.4286	280.3	NE
Rv2235	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	14	14	0	0	0	0.0000	0.0	ES
Rv2236c	cobD	cobalamin biosynthesis protein 	10	0	0	10	0	0.5000	270.6	NE
Rv2237	-	hypothetical protein Rv2237 	17	0	0	17	0	0.7059	215.2	NE
Rv2238c	ahpE	Probable peroxiredoxin AhpE 	4	0	0	4	0	0.2500	282.0	NE
Rv2239c	-	hypothetical protein Rv2239c 	4	0	0	4	0	1.0000	109.5	NE
Rv2240c	-	hypothetical protein Rv2240c 	11	1	0	10	0	0.5455	258.3	NE
Rv2241	aceE	pyruvate dehydrogenase subunit E1 	53	53	0	0	0	0.0000	0.0	ES
Rv2242	-	hypothetical protein Rv2242 	15	15	0	0	0	0.0000	0.0	ES
Rv2243	fabD	acyl-carrier-protein S-malonyltransferase 	5	0	5	0	0	0.0000	0.0	GD
Rv2244	acpP	acyl carrier protein 	6	6	0	0	0	0.0000	0.0	ES
Rv2245	kasA	3-oxoacyl-(acyl carrier protein) synthase II 	14	14	0	0	0	0.0000	0.0	ES
Rv2246	kasB	3-oxoacyl-(acyl carrier protein) synthase II 	14	14	0	0	0	0.0000	0.0	ES
Rv2247	accD6	ACETYL/PROPIONYL-CoA CARBOXYLASE (BETA SUBUNIT) ACCD6 	13	13	0	0	0	0.0000	0.0	ES
Rv2248	-	hypothetical protein Rv2248 	11	0	0	11	0	0.3636	203.0	NE
Rv2249c	glpD1	PROBABLE GLYCEROL-3-PHOSPHATE DEHYDROGENASE GLPD1 	18	0	0	18	0	0.5556	99.0	NE
Rv2250A	-	POSSIBLE FLAVOPROTEIN 	3	0	0	3	0	0.3333	135.0	NE
Rv2250c	-	Possible transcriptional regulatory protein 	9	0	0	9	0	0.7778	296.9	NE
Rv2251	-	POSSIBLE FLAVOPROTEIN 	8	0	0	8	0	0.5000	169.8	NE
Rv2252	-	diacylglycerol kinase 	17	0	0	17	0	0.4118	113.4	NE
Rv2253	-	Possible secreted unknown protein 	12	0	0	12	0	0.8333	26.1	NE
Rv2254c	-	Probable integral membrane protein 	5	0	0	5	0	0.4000	387.0	NE
Rv2255c	-	hypothetical protein Rv2255c 	1	0	0	1	0	1.0000	6.0	NE
Rv2256c	-	hypothetical protein Rv2256c 	6	0	0	6	0	0.0000	0.0	NE
Rv2257c	-	hypothetical protein Rv2257c 	7	0	0	7	0	0.7143	80.0	NE
Rv2258c	-	Possible transcriptional regulatory protein 	13	0	0	13	0	0.8462	394.5	NE
Rv2259	adhE2	Probable zinc-dependent alcohol dehydrogenase AdhE2 	13	0	0	13	0	0.3077	23.2	NE
Rv2260	-	hypothetical protein Rv2260 	5	0	0	5	0	0.4000	524.5	NE
Rv2261c	-	hypothetical protein Rv2261c 	4	0	0	4	0	1.0000	269.8	NE
Rv2262c	-	hypothetical protein Rv2262c 	14	0	0	14	0	0.6429	222.4	NE
Rv2263	-	short chain dehydrogenase 	12	0	0	12	0	0.7500	332.1	NE
Rv2264c	-	conserved hypothetical proline rich protein 	26	0	0	26	0	0.6923	283.2	NE
Rv2265	-	Possible conserved integral membrane protein 	14	0	0	14	0	0.9286	134.0	NE
Rv2266	cyp124	Probable cytochrome P450 124 CYP124 	16	0	0	16	0	0.8750	182.9	NE
Rv2267c	-	hypothetical protein Rv2267c 	35	0	0	35	0	0.5143	86.3	NE
Rv2268c	cyp128	PROBABLE CYTOCHROME P450 128 CYP128 	25	0	0	25	0	0.3200	228.8	NE
Rv2269c	-	hypothetical protein Rv2269c 	11	0	0	11	0	0.3636	255.2	NE
Rv2270	lppN	PROBABLE LIPOPROTEIN LPPN 	10	0	0	10	0	0.8000	219.2	NE
Rv2271	-	hypothetical protein Rv2271 	5	0	0	5	0	1.0000	97.8	NE
Rv2272	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	4	0	0	4	0	0.7500	101.0	NE
Rv2273	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	5	0	0	5	0	0.8000	251.8	NE
Rv2274c	-	hypothetical protein Rv2274c 	7	0	0	7	0	0.5714	57.8	NE
Rv2275	-	hypothetical protein Rv2275 	17	0	0	17	0	0.3529	55.0	NE
Rv2276	cyp121	CYTOCHROME P450 121 CYP121 	17	5	0	12	0	0.4118	108.6	NE
Rv2277c	-	Possible glycerolphosphodiesterase 	11	0	0	11	0	0.3636	146.5	NE
Rv2278	-	PROBABLE TRANSPOSASE 	0	0	0	0	0	nan	0.0	N/A
Rv2279	-	PROBABLE TRANSPOSASE 	1	0	0	1	0	0.0000	0.0	NE
Rv2280	-	Probable dehydrogenase 	17	0	0	17	0	0.5882	107.0	NE
Rv2281	pitB	Putative phosphate-transport permease PitB 	23	0	0	23	0	0.5217	132.0	NE
Rv2282c	-	Probable transcription regulator (lysR family) 	11	0	0	11	0	0.6364	78.6	NE
Rv2283	-	hypothetical protein Rv2283 	2	0	0	2	0	0.5000	1.0	NE
Rv2284	lipM	Probable esterase LipM 	26	0	0	26	0	0.6154	129.8	NE
Rv2285	-	hypothetical protein Rv2285 	20	0	0	20	0	0.7500	301.1	NE
Rv2286c	-	hypothetical protein Rv2286c 	9	0	0	9	0	0.6667	103.7	NE
Rv2287	yjcE	Probable conserved integral membrane transport protein YjcE 	17	0	0	17	0	0.6471	178.5	NE
Rv2288	-	hypothetical protein Rv2288 	4	0	0	4	0	0.7500	238.0	NE
Rv2289	cdh	CDP-diacylglycerol pyrophosphatase 	21	0	0	21	0	0.7143	212.9	NE
Rv2290	lppO	Probable conserved lipoprotein lppO 	11	0	0	11	0	0.7273	150.9	NE
Rv2291	sseB	Probable thiosulfate sulfurtransferase SseB 	16	0	0	16	0	0.6250	234.7	NE
Rv2292c	-	hypothetical protein Rv2292c 	2	0	0	2	0	1.0000	238.0	NE
Rv2293c	-	hypothetical protein Rv2293c 	12	0	0	12	0	1.0000	157.2	NE
Rv2294	-	Probable aminotransferase 	18	0	0	18	0	0.8889	259.4	NE
Rv2295	-	hypothetical protein Rv2295 	10	0	0	10	0	0.8000	195.4	NE
Rv2296	-	haloalkane dehalogenase 	15	0	0	15	0	0.8667	388.2	NE
Rv2297	-	hypothetical protein Rv2297 	8	0	0	8	0	0.3750	126.0	NE
Rv2298	-	hypothetical protein Rv2298 	16	0	0	16	0	0.8750	189.0	NE
Rv2299c	htpG	heat shock protein 90 	24	0	0	24	0	0.7917	157.0	NE
Rv2300c	-	hypothetical protein Rv2300c 	14	0	0	14	0	0.7857	294.9	NE
Rv2301	cut2	PROBABLE CUTINASE CUT2 	9	0	0	9	0	0.7778	304.3	NE
Rv2302	-	hypothetical protein Rv2302 	4	0	0	4	0	1.0000	297.0	NE
Rv2303c	-	PROBABLE ANTIBIOTIC-RESISTANCE PROTEIN 	16	0	0	16	0	0.5625	220.4	NE
Rv2304c	-	hypothetical protein Rv2304c 	1	0	0	1	0	1.0000	225.0	NE
Rv2305	-	hypothetical protein Rv2305 	8	0	0	8	0	0.7500	149.3	NE
Rv2306A	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	7	0	0	7	0	0.8571	580.0	NE
Rv2306B	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	5	0	0	5	0	0.4000	144.0	NE
Rv2307A	-	HYPOTHETICAL GLYCINE RICH PROTEIN 	3	0	0	3	0	0.6667	283.5	NE
Rv2307B	-	HYPOTHETICAL GLYCINE RICH PROTEIN 	20	0	0	20	0	0.3500	95.6	NE
Rv2307D	-	hypothetical protein Rv2307D 	5	0	0	5	0	0.8000	155.2	NE
Rv2307c	-	hypothetical protein Rv2307c 	18	0	0	18	0	0.8333	401.5	NE
Rv2308	-	hypothetical protein Rv2308 	16	0	0	16	0	0.8125	177.5	NE
Rv2309A	-	hypothetical protein Rv2309A 	12	0	0	12	0	0.8333	324.3	NE
Rv2309c	-	POSSIBLE INTEGRASE (FRAGMENT) 	7	0	0	7	0	0.7143	375.8	NE
Rv2310	-	POSSIBLE EXCISIONASE 	3	0	0	3	0	0.6667	144.0	NE
Rv2311	-	hypothetical protein Rv2311 	7	0	0	7	0	1.0000	421.3	NE
Rv2312	-	hypothetical protein Rv2312 	3	0	0	3	0	1.0000	153.0	NE
Rv2313c	-	hypothetical protein Rv2313c 	9	0	0	9	0	0.7778	577.4	NE
Rv2314c	-	hypothetical protein Rv2314c 	13	0	0	13	0	0.5385	369.0	NE
Rv2315c	-	hypothetical protein Rv2315c 	31	0	0	31	0	0.4516	140.7	NE
Rv2316	uspA	PROBABLE SUGAR-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER USPA 	10	0	0	10	0	0.5000	218.2	NE
Rv2317	uspB	PROBABLE SUGAR-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER USPB 	12	0	0	12	0	0.0833	21.0	NE
Rv2318	uspC	PROBABLE PERIPLASMIC SUGAR-BINDING LIPOPROTEIN USPC 	30	0	0	30	0	0.3667	102.1	NE
Rv2319c	-	hypothetical protein Rv2319c 	14	0	0	14	0	0.5000	185.9	NE
Rv2320c	rocE	PROBABLE CATIONIC AMINO ACID TRANSPORT INTEGRAL MEMBRANE PROTEIN ROCE 	27	0	0	27	0	0.7407	189.9	NE
Rv2321c	rocD2	PROBABLE ORNITHINE AMINOTRANSFERASE (C-terminus part) ROCD2 (ORNITHINE--OXO-ACID AMINOTRANSFERASE) 	8	0	0	8	0	0.3750	98.7	NE
Rv2322c	rocD1	PROBABLE ORNITHINE AMINOTRANSFERASE (N-terminus part) ROCD1 (ORNITHINE--OXO-ACID AMINOTRANSFERASE) 	8	0	0	8	0	0.2500	157.5	NE
Rv2323c	-	hypothetical protein Rv2323c 	20	0	0	20	0	0.7000	169.8	NE
Rv2324	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY ASNC-FAMILY) 	2	0	0	2	0	0.5000	192.0	NE
Rv2325c	-	hypothetical protein Rv2325c 	7	0	0	7	0	0.4286	71.0	NE
Rv2326c	-	POSSIBLE TRANSMEMBRANE ATP-BINDING PROTEIN ABC TRANSORTER 	22	0	0	22	0	0.8182	288.2	NE
Rv2327	-	hypothetical protein Rv2327 	5	0	0	5	0	0.6000	60.7	NE
Rv2328	PE23	PE FAMILY PROTEIN 	12	0	0	12	0	0.9167	276.2	NE
Rv2329c	narK1	PROBABLE NITRITE EXTRUSION PROTEIN 1 NARK1 (NITRITE FACILITATOR 1) 	27	0	0	27	0	0.8519	356.7	NE
Rv2330c	lppP	PROBABLE LIPOPROTEIN LPPP 	6	0	0	6	0	0.6667	187.2	NE
Rv2331	-	hypothetical protein Rv2331 	5	0	0	5	0	0.8000	108.8	NE
Rv2331A	-	hypothetical protein Rv2331A 	4	0	0	4	0	0.7500	408.3	NE
Rv2332	mez	PROBABLE 	26	0	0	26	0	0.7308	204.4	NE
Rv2333c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE TRANSPORT PROTEIN 	17	0	0	17	0	0.8235	419.3	NE
Rv2334	cysK1	PROBABLE CYSTEINE SYNTHASE A CYSK1 (O-ACETYLSERINE SULFHYDRYLASE A) (O-ACETYLSERINE (THIOL)-LYASE A) (CSASE A) 	13	0	0	13	0	0.3077	88.2	NE
Rv2335	cysE	PROBABLE SERINE ACETYLTRANSFERASE CYSE (SAT) 	5	0	0	5	0	0.4000	6.0	NE
Rv2336	-	hypothetical protein Rv2336 	28	0	0	28	0	0.3214	71.9	NE
Rv2337c	-	hypothetical protein Rv2337c 	6	0	0	6	0	0.6667	285.8	NE
Rv2338c	moeW	hypothetical protein Rv2338c 	34	0	24	10	0	0.2941	60.6	GD
Rv2339	mmpL9	PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL9 	79	43	0	36	0	0.2911	220.7	ES
Rv2340c	PE_PGRS39	PE-PGRS FAMILY PROTEIN 	13	0	0	13	0	0.9231	348.1	NE
Rv2341	lppQ	PROBABLE CONSERVED LIPOPROTEIN LPPQ 	3	0	0	3	0	1.0000	578.0	NE
Rv2342	-	hypothetical protein Rv2342 	3	0	0	3	0	0.6667	191.0	NE
Rv2343c	dnaG	DNA primase 	20	20	0	0	0	0.0000	0.0	ES
Rv2344c	dgt	deoxyguanosinetriphosphate triphosphohydrolase-like protein 	24	0	0	24	0	0.6250	180.7	NE
Rv2345	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	28	0	0	28	0	0.9286	434.8	NE
Rv2346c	esxO	PUTATIVE ESAT-6 LIKE PROTEIN ESXO (ESAT-6 LIKE PROTEIN 6) 	0	0	0	0	0	nan	0.0	N/A
Rv2347c	esxP	PUTATIVE ESAT-6 LIKE PROTEIN ESXP (ESAT-6 LIKE PROTEIN 7) 	1	0	0	1	0	1.0000	414.0	NE
Rv2348c	-	hypothetical protein Rv2348c 	2	0	0	2	0	1.0000	100.0	NE
Rv2349c	plcC	PROBABLE PHOSPHOLIPASE C 3 PLCC 	25	0	0	25	0	0.8800	599.4	NE
Rv2350c	plcB	PROBABLE MEMBRANE-ASSOCIATED PHOSPHOLIPASE C 2 PLCB 	20	0	0	20	0	0.9000	170.9	NE
Rv2351c	plcA	PROBABLE MEMBRANE-ASSOCIATED PHOSPHOLIPASE C 1 PLCA (MTP40 ANTIGEN) 	23	0	0	23	0	0.7826	707.6	NE
Rv2352c	PPE38	PPE FAMILY PROTEIN 	15	0	0	15	0	1.0000	684.1	NE
Rv2353c	PPE39	PPE FAMILY PROTEIN 	22	0	0	22	0	0.3182	72.0	NE
Rv2354	-	PROBABLE TRANSPOSASE 	0	0	0	0	0	nan	0.0	N/A
Rv2355	-	PROBABLE TRANSPOSASE 	1	0	0	1	0	0.0000	0.0	NE
Rv2356c	PPE40	PPE FAMILY PROTEIN 	26	0	0	26	0	0.5000	252.6	NE
Rv2357c	glyS	glycyl-tRNA synthetase 	28	28	0	0	0	0.0000	0.0	ES
Rv2358	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY ARSR-FAMILY) 	4	0	0	4	0	0.0000	0.0	NE
Rv2359	furB	PROBABLE FERRIC UPTAKE REGULATION PROTEIN FURB 	5	0	0	5	0	0.2000	4.0	NE
Rv2360c	-	hypothetical protein Rv2360c 	5	0	0	5	0	0.8000	140.8	NE
Rv2361c	-	LONG (C50) CHAIN Z-ISOPRENYL DIPHOSPHATE SYNTHASE (Z-DECAPRENYL DIPHOSPHATE SYNTHASE) 	15	15	0	0	0	0.0000	0.0	ES
Rv2362c	recO	DNA repair protein RecO 	8	3	0	5	0	0.3750	73.0	NE
