#Resampling
#Command: python ignoreNTerm=5.0 ctrlString=/pacific/home/mdejesus/transit/tutorial/glycerol_reads_rep1.wig,/pacific/home/mdejesus/transit/tutorial/glycerol_reads_rep2.wig pubmsg=<bound method Publisher.sendMessage of <wx.lib.pubsub.core.publisher.Publisher instance at 0x3984290>> expString=/pacific/home/mdejesus/transit/tutorial/cholesterol_reads_rep1.wig,/pacific/home/mdejesus/transit/tutorial/cholesterol_reads_rep2.wig,/pacific/home/mdejesus/transit/tutorial/cholesterol_reads_rep3.wig ignoreCodon=True annotationPath=/pacific/home/mdejesus/transit/H37Rv.prot_table ignoreCTerm=5.0 histPath=/pacific/home/mdejesus/transit/testNC/resampling_results sampleSize=10000 doAdaptive=False output=<open file u'/pacific/home/mdejesus/transit/testNC/resampling_results.dat', mode 'w' at 0x41d4c90> doNormalize=True wx=<module 'wx' from '/usr/lib/python2.7/dist-packages/wx/__init__.pyc'>
#Control Samples:  /pacific/home/mdejesus/transit/tutorial/glycerol_reads_rep1.wig, /pacific/home/mdejesus/transit/tutorial/glycerol_reads_rep2.wig
#Experimental Samples:  /pacific/home/mdejesus/transit/tutorial/cholesterol_reads_rep1.wig, /pacific/home/mdejesus/transit/tutorial/cholesterol_reads_rep2.wig, /pacific/home/mdejesus/transit/tutorial/cholesterol_reads_rep3.wig
#Normalization factors: 1.0946	0.8477	1.1728	1.1715	0.8330
#Orf	%Name	Description	N	TAs Hit	Avg Rd 1	Avg Rd 2	Delta Rd	p-value	p-adj
Rv2501c	accA1	PROBABLE ACETYL-/PROPIONYL-COENZYME A CARBOXYLASE ALPHA CHAIN (ALPHA SUBUNIT) ACCA1: BIOTIN CARBOXYLASE + BIOTIN CARBOXYL CARRIER PROTEIN (BCCP) 	21	9	542.0	521.2	-20.7	0.96170	1.00000
Rv2502c	accD1	PROBABLE ACETYL-/PROPIONYL-CoA CARBOXYLASE (BETA SUBUNIT) ACCD1 	25	15	1940.7	12304.0	10363.3	0.25560	1.00000
Rv2503c	scoB	PROBABLE SUCCINYL-COA:3-KETOACID-COENZYME A TRANSFERASE (BETA SUBUNIT) SCOB (3-OXO-ACID:COA TRANSFERASE) (OXCT B) (SUCCINYL CoA:3-OXOACID CoA-TRANSFERASE) 	7	2	565.1	949.0	383.9	0.50480	1.00000
Rv2504c	scoA	PROBABLE SUCCINYL-COA:3-KETOACID-COENZYME A TRANSFERASE (ALPHA SUBUNIT) SCOA (3-OXO ACID:CoA TRANSFERASE) (OXCT A) (SUCCINYL-COA:3-OXOACID-COENZYME A TRANSFERASE) 	12	8	1131.5	1275.1	143.7	0.86220	1.00000
Rv2505c	fadD35	acyl-CoA synthetase 	32	20	4147.2	6241.7	2094.5	0.52110	1.00000
Rv2506	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) 	7	7	1554.7	201.6	-1353.1	0.01510	0.73551
Rv2507	-	POSSIBLE CONSERVED PROLINE RICH MEMBRANE PROTEIN 	18	0	0.0	0.0	0.0	1.00000	1.00000
Rv2508c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE LEUCINE AND ALANINE RICH PROTEIN 	15	12	3918.3	2635.0	-1283.4	0.54160	1.00000
Rv2509	-	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE 	9	0	0.0	0.0	0.0	1.00000	1.00000
Rv2510c	-	hypothetical protein Rv2510c 	15	10	925.8	1171.5	245.8	0.72450	1.00000
Rv2511	orn	oligoribonuclease 	8	1	0.0	29.3	29.3	0.40100	1.00000
Rv2512c	-	IS1081 transposase 	2	0	0.0	0.0	0.0	1.00000	1.00000
Rv2513	-	hypothetical protein Rv2513 	8	7	1106.1	813.2	-292.9	0.65300	1.00000
Rv2514c	-	hypothetical protein Rv2514c 	5	3	528.4	120.4	-408.0	0.37130	1.00000
Rv2515c	-	hypothetical protein Rv2515c 	20	14	1621.8	1283.8	-338.0	0.72670	1.00000
Rv2516c	-	hypothetical protein Rv2516c 	13	1	16.4	0.0	-16.4	1.00000	1.00000
Rv2517c	-	hypothetical protein Rv2517c 	7	6	887.9	1468.2	580.3	0.41610	1.00000
Rv2518c	lppS	PROBABLE CONSERVED LIPOPROTEIN LPPS 	18	3	107.5	23.9	-83.6	0.48410	1.00000
Rv2519	PE26	PE FAMILY PROTEIN 	30	26	2337.9	3721.4	1383.5	0.44730	1.00000
Rv2520c	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	1	0	0.0	0.0	0.0	1.00000	1.00000
Rv2521	bcp	PROBABLE BACTERIOFERRITIN COMIGRATORY PROTEIN BCP 	9	8	1543.1	2245.6	702.6	0.54470	1.00000
Rv2522c	-	hypothetical protein Rv2522c 	17	10	1682.9	968.7	-714.3	0.41430	1.00000
Rv2523c	acpS	4'-phosphopantetheinyl transferase 	4	0	0.0	0.0	0.0	1.00000	1.00000
Rv2524c	fas	PROBABLE FATTY ACID SYNTHASE FAS (FATTY ACID SYNTHETASE) 	61	0	0.0	0.0	0.0	1.00000	1.00000
Rv2525c	-	hypothetical protein Rv2525c 	12	12	2416.4	4406.7	1990.3	0.28480	1.00000
Rv2526	-	hypothetical protein Rv2526 	0	0	0.0	0.0	0.0	1.00000	1.00000
Rv2527	-	hypothetical protein Rv2527 	9	5	518.0	345.9	-172.1	0.58660	1.00000
Rv2528c	mrr	PROBABLE RESTRICTION SYSTEM PROTEIN MRR 	8	3	680.7	1242.5	561.7	0.45060	1.00000
Rv2529	-	hypothetical protein Rv2529 	16	10	2327.9	798.0	-1529.9	0.11350	1.00000
Rv2530A	-	hypothetical protein Rv2530A 	4	2	238.7	78.4	-160.3	0.34830	1.00000
Rv2530c	-	hypothetical protein Rv2530c 	3	1	37.3	1.2	-36.1	1.00000	1.00000
Rv2531c	-	PROBABLE AMINO ACID DECARBOXYLASE 	47	33	5752.9	5756.6	3.7	0.99940	1.00000
Rv2532c	-	hypothetical protein Rv2532c 	5	4	1417.3	1085.3	-331.9	0.69320	1.00000
Rv2533c	nusB	transcription antitermination protein NusB 	4	0	0.0	0.0	0.0	1.00000	1.00000
Rv2534c	efp	elongation factor P 	9	0	0.0	0.0	0.0	1.00000	1.00000
Rv2535c	pepQ	PROBABLE CYTOPLASMIC PEPTIDASE PEPQ 	19	13	80.8	1243.2	1162.3	0.00030	0.04275
Rv2536	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	8	6	894.8	1118.4	223.6	0.74400	1.00000
Rv2537c	aroD	3-dehydroquinate dehydratase 	6	0	0.0	0.0	0.0	1.00000	1.00000
Rv2538c	aroB	3-dehydroquinate synthase 	6	0	0.0	0.0	0.0	1.00000	1.00000
Rv2539c	aroK	shikimate kinase 	5	0	0.0	0.0	0.0	1.00000	1.00000
Rv2540c	aroF	chorismate synthase 	9	0	0.0	0.0	0.0	1.00000	1.00000
Rv2541	-	HYPOTHETICAL ALANINE RICH PROTEIN 	3	3	0.8	19.9	19.1	0.22390	1.00000
Rv2542	-	hypothetical protein Rv2542 	11	10	2235.6	2600.8	365.2	0.81930	1.00000
Rv2543	lppA	PROBABLE CONSERVED LIPOPROTEIN LPPA 	14	7	1629.0	1334.8	-294.2	0.75840	1.00000
Rv2544	lppB	PROBABLE CONSERVED LIPOPROTEIN LPPB 	14	5	320.0	319.4	-0.7	0.99890	1.00000
Rv2545	-	hypothetical protein Rv2545 	10	8	4494.4	2990.7	-1503.8	0.62160	1.00000
Rv2546	-	hypothetical protein Rv2546 	9	8	1568.7	1930.5	361.8	0.75250	1.00000
Rv2547	-	hypothetical protein Rv2547 	2	2	195.3	139.5	-55.7	0.61150	1.00000
Rv2548	-	hypothetical protein Rv2548 	4	2	71.6	90.3	18.7	0.98020	1.00000
Rv2549c	-	hypothetical protein Rv2549c 	4	4	2098.0	2008.1	-89.9	0.95390	1.00000
Rv2550c	-	hypothetical protein Rv2550c 	5	3	54.0	194.2	140.2	0.14740	1.00000
Rv2551c	-	hypothetical protein Rv2551c 	2	1	267.5	329.9	62.4	0.69920	1.00000
Rv2552c	aroE	shikimate 5-dehydrogenase 	5	0	0.0	0.0	0.0	1.00000	1.00000
Rv2553c	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	17	1	0.0	26.9	26.9	1.00000	1.00000
Rv2554c	-	Holliday junction resolvase-like protein 	4	0	0.0	0.0	0.0	1.00000	1.00000
Rv2555c	alaS	alanyl-tRNA synthetase 	39	0	0.0	0.0	0.0	1.00000	1.00000
Rv2556c	-	hypothetical protein Rv2556c 	5	4	344.8	244.9	-99.9	0.62240	1.00000
Rv2557	-	hypothetical protein Rv2557 	9	9	4452.9	4686.0	233.1	0.93600	1.00000
Rv2558	-	hypothetical protein Rv2558 	4	3	999.1	843.6	-155.5	0.81090	1.00000
Rv2559c	-	recombination factor protein RarA 	14	13	4106.6	3726.6	-380.0	0.88700	1.00000
Rv2560	-	PROBABLE PROLINE AND GLYCINE RICH TRANSMEMBRANE PROTEIN 	24	21	3835.2	3485.4	-349.8	0.89410	1.00000
Rv2561	-	hypothetical protein Rv2561 	3	3	428.5	482.7	54.3	0.88590	1.00000
Rv2562	-	hypothetical protein Rv2562 	8	7	1021.7	1708.7	687.0	0.48140	1.00000
Rv2563	-	PROBABLE GLUTAMINE-TRANSPORT TRANSMEMBRANE PROTEIN ABC TRANSPORTER 	8	7	1666.9	1388.3	-278.6	0.78570	1.00000
Rv2564	glnQ	PROBABLE GLUTAMINE-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER GLNQ 	12	11	1638.7	1508.4	-130.3	0.90410	1.00000
Rv2565	-	hypothetical protein Rv2565 	22	15	2458.3	3103.4	645.1	0.72810	1.00000
Rv2566	-	LONG CONSERVED HYPOTHETICAL PROTEIN 	42	36	7260.1	5596.2	-1663.9	0.71780	1.00000
Rv2567	-	CONSERVED HYPOTHETICAL ALANINE AND LEUCINE RICH PROTEIN 	34	12	1322.4	436.1	-886.3	0.11020	1.00000
Rv2568c	-	hypothetical protein Rv2568c 	17	10	1013.3	1065.5	52.2	0.94000	1.00000
Rv2569c	-	hypothetical protein Rv2569c 	22	15	1211.9	277.3	-934.6	0.02460	1.00000
Rv2570	-	hypothetical protein Rv2570 	3	3	319.6	656.8	337.2	0.43500	1.00000
Rv2571c	-	PROBABLE TRANSMEMBRANE ALANINE AND VALINE AND LEUCINE RICH PROTEIN 	6	5	1279.6	1228.7	-50.9	0.95180	1.00000
Rv2572c	aspS	aspartyl-tRNA synthetase 	19	0	0.0	0.0	0.0	1.00000	1.00000
Rv2573	-	2-dehydropantoate 2-reductase 	3	3	736.1	810.7	74.6	0.88150	1.00000
Rv2574	-	hypothetical protein Rv2574 	6	4	615.4	810.7	195.3	0.71700	1.00000
Rv2575	-	POSSIBLE CONSERVED MEMBRANE GLYCINE RICH PROTEIN 	17	12	843.9	1462.2	618.4	0.38540	1.00000
Rv2576c	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	10	8	2920.9	2014.1	-906.8	0.57570	1.00000
Rv2577	-	hypothetical protein Rv2577 	36	25	4117.9	6919.5	2801.6	0.35770	1.00000
Rv2578c	-	hypothetical protein Rv2578c 	16	13	2994.4	2482.3	-512.1	0.78130	1.00000
Rv2579	dhaA	haloalkane dehalogenase 	11	9	1793.2	1442.3	-350.8	0.73810	1.00000
Rv2580c	hisS	histidyl-tRNA synthetase 	15	0	0.0	0.0	0.0	1.00000	1.00000
Rv2581c	-	POSIBLE GLYOXALASE II (HYDROXYACYLGLUTATHIONE HYDROLASE) (GLX II) 	7	1	4.4	0.0	-4.4	1.00000	1.00000
Rv2582	ppiB	PROBABLE PEPTIDYL-PROLYL CIS-TRANS ISOMERASE B PPIB (CYCLOPHILIN) (PPIASE) (ROTAMASE) (PEPTIDYLPROLYL ISOMERASE) 	17	0	0.0	0.0	0.0	1.00000	1.00000
Rv2583c	relA	PROBABLE GTP PYROPHOSPHOKINASE RELA (ATP:GTP 3'-PYROPHOSPHOTRANSFERASE) (PPGPP SYNTHETASE I) ((P)PPGPP SYNTHETASE) (GTP DIPHOSPHOKINASE) 	33	8	240.7	183.9	-56.8	0.74330	1.00000
Rv2584c	apt	adenine phosphoribosyltransferase 	10	8	1311.5	517.5	-794.0	0.20740	1.00000
Rv2585c	-	POSSIBLE CONSERVED LIPOPROTEIN 	24	20	3643.2	7659.5	4016.3	0.14990	1.00000
Rv2586c	secF	preprotein translocase subunit SecF 	17	2	158.4	340.5	182.1	0.18810	1.00000
Rv2587c	secD	preprotein translocase subunit SecD 	21	0	0.0	0.0	0.0	1.00000	1.00000
Rv2588c	yajC	preprotein translocase subunit YajC 	2	2	521.8	1610.4	1088.7	0.20560	1.00000
Rv2589	gabT	4-aminobutyrate aminotransferase 	22	20	6399.6	6156.7	-243.0	0.96260	1.00000
Rv2590	fadD9	PROBABLE FATTY-ACID-CoA LIGASE FADD9 (FATTY-ACID-CoA SYNTHETASE) (FATTY-ACID-CoA SYNTHASE) 	55	48	16830.2	19669.5	2839.3	0.90630	1.00000
Rv2591	PE_PGRS44	PE-PGRS FAMILY PROTEIN 	12	10	1809.2	1415.9	-393.3	0.71430	1.00000
Rv2592c	ruvB	Holliday junction DNA helicase B 	8	0	0.0	0.0	0.0	1.00000	1.00000
Rv2593c	ruvA	Holliday junction DNA helicase motor protein 	6	1	69.5	14.1	-55.4	1.00000	1.00000
Rv2594c	ruvC	Holliday junction resolvase 	4	0	0.0	0.0	0.0	1.00000	1.00000
Rv2595	-	hypothetical protein Rv2595 	0	0	0.0	0.0	0.0	1.00000	1.00000
Rv2596	-	hypothetical protein Rv2596 	8	8	4248.5	2849.3	-1399.2	0.54240	1.00000
Rv2597	-	PROBABLE MEMBRANE PROTEIN 	6	6	2973.3	3097.5	124.2	0.95310	1.00000
Rv2598	-	hypothetical protein Rv2598 	4	2	1802.1	1652.7	-149.4	0.87930	1.00000
Rv2599	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	12	11	5043.4	4733.5	-309.9	0.92560	1.00000
Rv2600	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	9	7	2736.9	2725.1	-11.9	0.99440	1.00000
Rv2601	speE	spermidine synthase 	24	22	9234.1	6854.9	-2379.2	0.65550	1.00000
Rv2601A	-	hypothetical protein Rv2601A 	2	1	6.8	15.8	9.0	1.00000	1.00000
Rv2602	-	hypothetical protein Rv2602 	7	7	2053.3	4022.3	1968.9	0.27720	1.00000
Rv2603c	-	hypothetical protein Rv2603c 	7	0	0.0	0.0	0.0	1.00000	1.00000
Rv2604c	-	hypothetical protein Rv2604c 	4	0	0.0	0.0	0.0	1.00000	1.00000
Rv2605c	tesB2	PROBABLE ACYL-CoA THIOESTERASE II TESB2 (TEII) 	9	5	249.7	83.2	-166.5	0.36480	1.00000
Rv2606c	-	pyridoxine biosynthesis protein 	10	0	0.0	0.0	0.0	1.00000	1.00000
Rv2607	pdxH	pyridoxamine 5'-phosphate oxidase 	12	9	2983.3	2815.8	-167.5	0.93220	1.00000
Rv2608	PPE42	PPE FAMILY PROTEIN 	30	25	5804.2	6458.6	654.4	0.91280	1.00000
Rv2609c	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	13	6	2790.3	259.1	-2531.2	0.02560	1.00000
Rv2610c	pimA	ALPHA-MANNOSYLTRANSFERASE PIMA 	14	0	0.0	0.0	0.0	1.00000	1.00000
Rv2611c	-	lipid A biosynthesis lauroyl acyltransferase 	13	0	0.0	0.0	0.0	1.00000	1.00000
Rv2612c	pgsA1	PROBABLE PI SYNTHASE PGSA1 (PHOSPHATIDYLINOSITOL SYNTHASE) (CDP-DIACYLGLYCEROL--INOSITOL3-PHOSPHATIDYLTRANSFERASE) 	3	0	0.0	0.0	0.0	1.00000	1.00000
Rv2613c	-	hypothetical protein Rv2613c 	9	2	496.2	127.4	-368.8	0.34680	1.00000
Rv2614A	-	hypothetical protein Rv2614A 	6	4	198.8	992.9	794.1	0.14370	1.00000
Rv2614c	thrS	threonyl-tRNA synthetase 	27	0	0.0	0.0	0.0	1.00000	1.00000
Rv2615c	PE_PGRS45	PE-PGRS FAMILY PROTEIN 	10	4	596.3	1025.6	429.2	0.42730	1.00000
Rv2616	-	hypothetical protein Rv2616 	4	3	1119.5	1400.3	280.8	0.82930	1.00000
Rv2617c	-	PROBABLE TRANSMEMBRANE PROTEIN 	8	8	4800.1	5255.0	454.9	0.89410	1.00000
Rv2618	-	hypothetical protein Rv2618 	10	9	1715.5	2824.9	1109.4	0.51990	1.00000
Rv2619c	-	hypothetical protein Rv2619c 	2	1	412.3	94.9	-317.3	0.50610	1.00000
Rv2620c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	4	4	1663.9	1751.0	87.1	0.93830	1.00000
Rv2621c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	4	2	129.8	284.6	154.8	0.28860	1.00000
Rv2622	-	POSSIBLE METHYLTRANSFERASE (METHYLASE) 	8	5	1488.5	1882.3	393.8	0.71510	1.00000
Rv2623	TB31.7	hypothetical protein Rv2623 	7	5	495.5	470.1	-25.4	0.94010	1.00000
Rv2624c	-	hypothetical protein Rv2624c 	11	9	423.6	649.3	225.6	0.50890	1.00000
Rv2625c	-	PROBABLE CONSERVED TRANSMEMBRANE ALANINE AND LEUCINE RICH PROTEIN 	18	10	2466.3	2987.5	521.2	0.79240	1.00000
Rv2626c	-	hypothetical protein Rv2626c 	6	4	269.2	457.9	188.7	0.51680	1.00000
Rv2627c	-	hypothetical protein Rv2627c 	21	15	1097.7	784.2	-313.5	0.63000	1.00000
Rv2628	-	hypothetical protein Rv2628 	8	7	1486.1	1795.6	309.5	0.77340	1.00000
Rv2629	-	hypothetical protein Rv2629 	21	17	3448.9	3219.2	-229.7	0.93060	1.00000
Rv2630	-	hypothetical protein Rv2630 	9	7	1160.0	1057.3	-102.7	0.89420	1.00000
Rv2631	-	hypothetical protein Rv2631 	20	17	3738.7	4056.6	317.9	0.90270	1.00000
Rv2632c	-	hypothetical protein Rv2632c 	3	3	220.2	254.0	33.8	0.90510	1.00000
Rv2633c	-	hypothetical protein Rv2633c 	10	9	2282.7	4226.1	1943.3	0.30010	1.00000
Rv2634c	PE_PGRS46	PE-PGRS FAMILY PROTEIN 	32	18	3823.5	4602.8	779.3	0.77500	1.00000
Rv2635	-	hypothetical protein Rv2635 	6	4	139.1	210.1	71.0	0.64590	1.00000
Rv2636	-	hypothetical protein Rv2636 	14	10	8095.0	7656.7	-438.3	0.93600	1.00000
Rv2637	dedA	POSSIBLE TRANSMEMBRANE PROTEIN DEDA 	9	7	1426.5	1498.0	71.5	0.94210	1.00000
Rv2638	-	hypothetical protein Rv2638 	4	3	1159.5	1715.8	556.3	0.56790	1.00000
Rv2639c	-	hypothetical protein Rv2639c 	7	6	1478.8	1217.7	-261.1	0.77490	1.00000
Rv2640c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY ARSR-FAMILY) 	4	4	200.8	631.0	430.2	0.09380	1.00000
Rv2641	cadI	CADMIUM INDUCIBLE PROTEIN CADI 	6	6	2176.6	2022.5	-154.1	0.91910	1.00000
Rv2642	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY ARSR-FAMILY) 	3	3	1448.2	1119.9	-328.3	0.69720	1.00000
Rv2643	arsC	PROBABLE ARSENIC-TRANSPORT INTEGRAL MEMBRANE PROTEIN ARSC 	30	26	4820.6	6432.2	1611.5	0.66700	1.00000
Rv2644c	-	hypothetical protein Rv2644c 	6	3	550.5	1433.7	883.2	0.21160	1.00000
Rv2645	-	hypothetical protein Rv2645 	4	4	915.0	566.7	-348.3	0.47960	1.00000
Rv2646	-	PROBABLE INTEGRASE 	19	16	4003.5	5166.3	1162.8	0.70850	1.00000
Rv2647	-	hypothetical protein Rv2647 	6	4	349.0	441.5	92.5	0.86600	1.00000
Rv2648	-	PROBABLE TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS6110 	0	0	0.0	0.0	0.0	1.00000	1.00000
Rv2649	-	PROBABLE TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS6110 	1	0	0.0	0.0	0.0	1.00000	1.00000
Rv2650c	-	POSSIBLE phiRv2 PROPHAGE PROTEIN 	8	1	140.1	0.0	-140.1	1.00000	1.00000
Rv2651c	-	POSSIBLE phiRv2 PROPHAGE PROTEASE 	5	2	1074.4	955.4	-119.0	0.85330	1.00000
Rv2652c	-	PROBABLE phiRv2 PROPHAGE PROTEIN 	7	2	36.7	0.0	-36.7	0.47050	1.00000
Rv2653c	-	POSSIBLE phiRv2 PROPHAGE PROTEIN 	4	0	0.0	0.0	0.0	1.00000	1.00000
Rv2654c	-	POSSIBLE phiRv2 PROPHAGE PROTEIN 	0	0	0.0	0.0	0.0	1.00000	1.00000
Rv2655c	-	POSSIBLE phiRv2 PROPHAGE PROTEIN 	19	16	2410.6	3304.0	893.3	0.61880	1.00000
Rv2656c	-	POSSIBLE phiRv2 PROPHAGE PROTEIN 	5	5	1099.0	738.2	-360.8	0.54440	1.00000
Rv2657c	-	PROBABLE phiRv2 PROPHAGE PROTEIN 	5	4	894.0	909.6	15.6	0.98130	1.00000
Rv2658c	-	POSSIBLE PROPHAGE PROTEIN 	10	9	4060.7	3683.4	-377.3	0.89060	1.00000
Rv2659c	-	PROBABLE phiRv2 PROPHAGE INTEGRASE 	20	16	5252.1	5154.7	-97.3	0.98170	1.00000
Rv2660c	-	hypothetical protein Rv2660c 	3	1	374.7	712.1	337.4	0.39340	1.00000
Rv2661c	-	hypothetical protein Rv2661c 	2	2	298.5	405.3	106.8	0.70630	1.00000
Rv2662	-	hypothetical protein Rv2662 	4	3	783.6	540.7	-242.8	0.86170	1.00000
Rv2663	-	hypothetical protein Rv2663 	9	8	1213.1	2545.9	1332.8	0.23770	1.00000
Rv2664	-	hypothetical protein Rv2664 	0	0	0.0	0.0	0.0	1.00000	1.00000
Rv2665	-	HYPOTHETICAL ARGININE RICH PROTEIN 	4	1	232.4	437.0	204.6	0.60080	1.00000
Rv2666	-	truncated IS1081 transposase 	2	0	0.0	0.0	0.0	1.00000	1.00000
Rv2667	clpC2	POSSIBLE ATP-DEPENDENT PROTEASE ATP-BINDING SUBUNIT CLPC2 	5	4	680.6	992.5	312.0	0.59530	1.00000
Rv2668	-	POSSIBLE EXPORTED ALANINE AND VALINE RICH PROTEIN 	8	6	1532.0	221.4	-1310.6	0.03420	1.00000
Rv2669	-	hypothetical protein Rv2669 	7	3	488.5	601.2	112.6	0.78910	1.00000
Rv2670c	-	hypothetical protein Rv2670c 	16	9	2111.9	1574.1	-537.8	0.64680	1.00000
Rv2671	ribD	hypothetical protein Rv2671 	10	7	462.9	450.6	-12.3	0.97320	1.00000
Rv2672	-	POSSIBLE SECRETED PROTEASE 	16	12	1720.7	541.3	-1179.4	0.07060	1.00000
Rv2673	-	POSSIBLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	26	0	0.0	0.0	0.0	1.00000	1.00000
Rv2674	-	hypothetical protein Rv2674 	6	5	716.3	1018.8	302.4	0.63090	1.00000
Rv2675c	-	hypothetical protein Rv2675c 	14	14	7021.7	5933.5	-1088.2	0.83290	1.00000
Rv2676c	-	hypothetical protein Rv2676c 	12	0	0.0	0.0	0.0	1.00000	1.00000
Rv2677c	hemY	protoporphyrinogen oxidase 	11	0	0.0	0.0	0.0	1.00000	1.00000
Rv2678c	hemE	uroporphyrinogen decarboxylase 	13	0	0.0	0.0	0.0	1.00000	1.00000
Rv2679	echA15	enoyl-CoA hydratase 	4	4	2044.5	1315.4	-729.1	0.64990	1.00000
Rv2680	-	hypothetical protein Rv2680 	10	6	243.6	125.5	-118.1	0.52430	1.00000
Rv2681	-	CONSERVED HYPOTHETICAL ALANINE RICH PROTEIN 	19	15	5300.9	2922.6	-2378.2	0.35690	1.00000
Rv2682c	dxs1	1-deoxy-D-xylulose-5-phosphate synthase 	22	0	0.0	0.0	0.0	1.00000	1.00000
Rv2683	-	hypothetical protein Rv2683 	10	8	861.3	933.4	72.1	0.90370	1.00000
Rv2684	arsA	PROBABLE ARSENIC-TRANSPORT INTEGRAL MEMBRANE PROTEIN ARSA 	17	12	1906.2	127.6	-1778.6	0.00090	0.09450
Rv2685	arsB1	PROBABLE ARSENIC-TRANSPORT INTEGRAL MEMBRANE PROTEIN ARSB1 	9	7	621.3	697.9	76.6	0.87320	1.00000
Rv2686c	-	PROBABLE ANTIBIOTIC-TRANSPORT INTEGRAL MEMBRANE LEUCINE AND ALANINE AND VALINE RICH PROTEIN ABC TRANSPORTER 	12	9	1267.5	918.7	-348.8	0.61850	1.00000
Rv2687c	-	PROBABLE ANTIBIOTIC-TRANSPORT INTEGRAL MEMBRANE LEUCINE AND VALINE RICH PROTEIN ABC TRANSPORTER 	11	4	2319.5	3344.1	1024.5	0.60270	1.00000
Rv2688c	-	PROBABLE ANTIBIOTIC-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER 	11	9	1736.1	1534.1	-202.1	0.85150	1.00000
Rv2689c	-	CONSERVED HYPOTHETICAL ALANINE AND VALINE AND GLYCINE RICH PROTEIN 	21	15	4009.8	3386.8	-623.1	0.80970	1.00000
Rv2690c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE ALANINE AND VALINE AND LEUCINE RICH PROTEIN 	31	6	0.8	727.4	726.6	0.00300	0.23471
Rv2691	ceoB	TRK SYSTEM POTASSIUM UPTAKE PROTEIN CEOB 	14	11	937.9	7834.8	6897.0	0.00040	0.05148
Rv2692	ceoC	TRK SYSTEM POTASSIUM UPTAKE PROTEIN CEOC 	2	2	103.3	636.8	533.5	0.13770	1.00000
Rv2693c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE ALANINE AND LEUCINE RICH PROTEIN 	10	7	2586.6	1678.8	-907.8	0.51030	1.00000
Rv2694c	-	hypothetical protein Rv2694c 	6	4	866.4	2983.2	2116.8	0.14090	1.00000
Rv2695	-	CONSERVED HYPOTHETICAL ALANINE RICH PROTEIN 	10	8	1248.9	1723.3	474.4	0.61200	1.00000
Rv2696c	-	CONSERVED HYPOTHETICAL ALANINE AND GLYCINE AND VALINE RICH PROTEIN 	9	5	49.3	1043.3	994.0	0.00120	0.11400
Rv2697c	dut	deoxyuridine 5'-triphosphate nucleotidohydrolase 	5	0	0.0	0.0	0.0	1.00000	1.00000
Rv2698	-	PROBABLE CONSERVED ALANINE RICH TRANSMEMBRANE PROTEIN 	12	0	0.0	0.0	0.0	1.00000	1.00000
Rv2699c	-	hypothetical protein Rv2699c 	2	0	0.0	0.0	0.0	1.00000	1.00000
Rv2700	-	POSSIBLE CONSERVED SECRETED ALANINE RICH PROTEIN 	7	4	11.0	28.3	17.3	0.39700	1.00000
Rv2701c	suhB	POSSIBLE EXTRAGENIC SUPPRESSOR PROTEIN SUHB 	9	7	3489.2	7125.9	3636.8	0.33830	1.00000
Rv2702	ppgK	POLYPHOSPHATE GLUCOKINASE PPGK (POLYPHOSPHATE-GLUCOSE PHOSPHOTRANSFERASE) 	13	7	1566.7	660.0	-906.6	0.25300	1.00000
Rv2703	sigA	RNA polymerase sigma factor RpoD 	18	0	0.0	0.0	0.0	1.00000	1.00000
Rv2704	-	hypothetical protein Rv2704 	10	7	4596.2	4459.1	-137.0	0.96630	1.00000
Rv2705c	-	hypothetical protein Rv2705c 	9	9	5442.2	4563.3	-878.9	0.80490	1.00000
Rv2706c	-	hypothetical protein Rv2706c 	2	2	270.4	82.1	-188.4	0.47340	1.00000
Rv2707	-	PROBABLE CONSERVED TRANSMEMBRANE ALANINE AND LEUCINE RICH PROTEIN 	28	25	3211.9	2872.4	-339.6	0.86650	1.00000
